Name,Type,code,Population,food,Amount per day,BUURTCODE
Duinzigt,Buurt,BU05180476,2495,1002. Butter,6701.799999999999,76
Duinzigt,Buurt,BU05180476,2495,1003. Margarines and cooking fats,32814.4,76
Duinzigt,Buurt,BU05180476,2495,1004. Other animal fats (incl fish oil),274.0,76
Duinzigt,Buurt,BU05180476,2495,11. Sugar and confectionery,69956.8,76
Duinzigt,Buurt,BU05180476,2495,1100. Unclass or combined confectionery,852.2,76
Duinzigt,Buurt,BU05180476,2495,"1101. Sugar,honey,jam,syrup,sweet sauce",26266.200000000004,76
Duinzigt,Buurt,BU05180476,2495,110100. Unclassified and other types,28.299999999999997,76
Duinzigt,Buurt,BU05180476,2495,110101. Sugar,8681.0,76
Duinzigt,Buurt,BU05180476,2495,110102. Jam,10476.800000000001,76
Duinzigt,Buurt,BU05180476,2495,110103. Honey,2881.3,76
Duinzigt,Buurt,BU05180476,2495,110104. Other sweet spreads,2550.8999999999996,76
Duinzigt,Buurt,BU05180476,2495,110105. Sweet sauce,623.4,76
Duinzigt,Buurt,BU05180476,2495,110106. Syrups (incl. can and beverages),1037.6000000000001,76
Duinzigt,Buurt,BU05180476,2495,"1102. Chocolate,candy,paste,confetti",29913.5,76
Duinzigt,Buurt,BU05180476,2495,110200. Unclassified and other types,6963.999999999999,76
Duinzigt,Buurt,BU05180476,2495,110201. Chocolate tablet,9217.5,76
Duinzigt,Buurt,BU05180476,2495,110202. Chocolate candy bars,3800.9999999999995,76
Duinzigt,Buurt,BU05180476,2495,110203. Chocolate spread and choc.powder,7081.4,76
Duinzigt,Buurt,BU05180476,2495,110204. Chocolate confectionary,2930.4000000000005,76
Duinzigt,Buurt,BU05180476,2495,1103. Confectionary non-chocolate,12905.6,76
Duinzigt,Buurt,BU05180476,2495,12. Cakes and sweet biscuits,97709.8,76
Duinzigt,Buurt,BU05180476,2495,1201. Cakes,57948.1,76
Duinzigt,Buurt,BU05180476,2495,1202. Dry cakes,39771.200000000004,76
Duinzigt,Buurt,BU05180476,2495,13. Non-alcoholic beverages,4533185.1,76
Duinzigt,Buurt,BU05180476,2495,1300. Unclass and combined non-alcoholic,12860.800000000001,76
Duinzigt,Buurt,BU05180476,2495,1301. Fruit and vegetable juices,142559.5,76
Duinzigt,Buurt,BU05180476,2495,1302. Carbonated/soft/isotonic drinks,701699.8,76
Duinzigt,Buurt,BU05180476,2495,"1303. Coffee,Tea and Herbal Teas",2033621.5,76
Duinzigt,Buurt,BU05180476,2495,130300. Unclass. and combined coffee/tea,3067.2999999999997,76
Duinzigt,Buurt,BU05180476,2495,130301. Coffee,956586.3,76
Duinzigt,Buurt,BU05180476,2495,130302. Tea,727999.1,76
Duinzigt,Buurt,BU05180476,2495,130303. Herbal tea,345361.9,76
Duinzigt,Buurt,BU05180476,2495,130304. Chicory,600.9,76
Duinzigt,Buurt,BU05180476,2495,1304. Waters,1642288.7999999998,76
Duinzigt,Buurt,BU05180476,2495,14. Alcoholic beverages,343073.69999999995,76
Duinzigt,Buurt,BU05180476,2495,1400. Unclassified,3998.5999999999995,76
Duinzigt,Buurt,BU05180476,2495,1401. Wine,116072.7,76
Duinzigt,Buurt,BU05180476,2495,1402. Fortified wines,4077.5999999999995,76
Duinzigt,Buurt,BU05180476,2495,1403. Beer,209032.3,76
Duinzigt,Buurt,BU05180476,2495,1404. Spirits,7610.3,76
Duinzigt,Buurt,BU05180476,2495,1405. Aniseed drinks,50.800000000000004,76
Duinzigt,Buurt,BU05180476,2495,1406. Liqueurs,2201.6000000000004,76
Duinzigt,Buurt,BU05180476,2495,15. Sauces and seasonings,85552.5,76
Duinzigt,Buurt,BU05180476,2495,1500. Unclassified or combined sauces,2470.2,76
Duinzigt,Buurt,BU05180476,2495,1501. Savory Sauces,77091.2,76
Duinzigt,Buurt,BU05180476,2495,150100. Other and mixed sauces,31142.3,76
Duinzigt,Buurt,BU05180476,2495,150101. Tomato sauces,16353.499999999998,76
Duinzigt,Buurt,BU05180476,2495,150102. Dressings,18251.399999999998,76
Duinzigt,Buurt,BU05180476,2495,150103. Mayonnaise based spreads,11265.0,76
Duinzigt,Buurt,BU05180476,2495,1503. Spices,60.7,76
Duinzigt,Buurt,BU05180476,2495,1504. Condiments,5999.6,76
Duinzigt,Buurt,BU05180476,2495,150400. Unclass. and combined condiments,5280.299999999999,76
Duinzigt,Buurt,BU05180476,2495,150401. Vinegar,719.3000000000001,76
Duinzigt,Buurt,BU05180476,2495,16. Soups and Stocks,112304.4,76
Duinzigt,Buurt,BU05180476,2495,1601. Stocks in soup recipes,47466.9,76
Duinzigt,Buurt,BU05180476,2495,1602. Stocks,64857.69999999999,76
Duinzigt,Buurt,BU05180476,2495,17. Miscellaneous,14460.199999999999,76
Duinzigt,Buurt,BU05180476,2495,1701. Vegetarian products/dishes,224.3,76
Duinzigt,Buurt,BU05180476,2495,1702. Dietetic products,14225.3,76
Duinzigt,Buurt,BU05180476,2495,170201. Artificial sweeteners,594.1,76
Duinzigt,Buurt,BU05180476,2495,170202. Meal substitutes,13680.099999999999,76
Duinzigt,Buurt,BU05180476,2495,1703. Insects,0.0,76
Duinzigt,Buurt,BU05180476,2495,18. Savoury snacks,47583.299999999996,76
Duinzigt,Buurt,BU05180476,2495,1800. Unclassified or combined snacks,95.4,76
Duinzigt,Buurt,BU05180476,2495,1801. Savoury snacks,20361.1,76
Duinzigt,Buurt,BU05180476,2495,1802. Savoury filled buns,27083.9,76
Waalsdorp,Buurt,BU05180477,3810,01. Potatoes and other tubers,244870.1,77
Waalsdorp,Buurt,BU05180477,3810,0100. Unclassified and other tubers,3274.5,77
Waalsdorp,Buurt,BU05180477,3810,0101. Potatoes,241472.6,77
Waalsdorp,Buurt,BU05180477,3810,02. Vegetables,523964.69999999995,77
Waalsdorp,Buurt,BU05180477,3810,0200. Unclass.,41751.9,77
Waalsdorp,Buurt,BU05180477,3810,0201. Leafy vegetables (exc. cabbages),76385.40000000001,77
Waalsdorp,Buurt,BU05180477,3810,0202. Fruiting vegetables,204959.80000000002,77
Waalsdorp,Buurt,BU05180477,3810,0203. Root vegetables,50618.0,77
Waalsdorp,Buurt,BU05180477,3810,0204. Cabbages,69086.20000000001,77
Waalsdorp,Buurt,BU05180477,3810,0205. Mushrooms,12043.2,77
Waalsdorp,Buurt,BU05180477,3810,0206. Grain and pod vegetables,10532.1,77
Waalsdorp,Buurt,BU05180477,3810,0207. Leek,47205.899999999994,77
Waalsdorp,Buurt,BU05180477,3810,0208. Stalk vegetables,11293.9,77
Waalsdorp,Buurt,BU05180477,3810,03. Legumes,17954.1,77
Waalsdorp,Buurt,BU05180477,3810,0301. Legumes,17954.1,77
Waalsdorp,Buurt,BU05180477,3810,04. Fruits,539318.3,77
Waalsdorp,Buurt,BU05180477,3810,0400. Unclass.,1629.6,77
Waalsdorp,Buurt,BU05180477,3810,0401. Fruits,494868.3,77
Waalsdorp,Buurt,BU05180477,3810,040101. Fruits,473908.6,77
Waalsdorp,Buurt,BU05180477,3810,040102. Fruit compote,21076.9,77
Waalsdorp,Buurt,BU05180477,3810,0402. Nuts and seeds (+ nut spread),40379.700000000004,77
Waalsdorp,Buurt,BU05180477,3810,040201. Nuts,24258.199999999997,77
Waalsdorp,Buurt,BU05180477,3810,040202. Peanut butter,16236.1,77
Waalsdorp,Buurt,BU05180477,3810,0403. Olives,2576.2,77
Waalsdorp,Buurt,BU05180477,3810,05. Dairy products and substitutes,1307937.4,77
Waalsdorp,Buurt,BU05180477,3810,0500. Unclass. and mixed dairy products,6794.200000000001,77
Waalsdorp,Buurt,BU05180477,3810,0501. Milk,708558.1000000001,77
Waalsdorp,Buurt,BU05180477,3810,050101. Non-fermented milk and milk bev.,530371.3,77
Waalsdorp,Buurt,BU05180477,3810,050102. Milk (fermented and bev),178174.59999999998,77
Waalsdorp,Buurt,BU05180477,3810,0502. MilkSubstitutes,44003.600000000006,77
Waalsdorp,Buurt,BU05180477,3810,0503. Yoghurt,221923.7,77
Waalsdorp,Buurt,BU05180477,3810,0504. Fromage blanc,44704.2,77
Waalsdorp,Buurt,BU05180477,3810,0505. Cheeses (incl. spread cheeses),124766.79999999999,77
Waalsdorp,Buurt,BU05180477,3810,0506. Cream desserts,95502.9,77
Waalsdorp,Buurt,BU05180477,3810,0507. Dairy and non-dairy creams,23493.9,77
Waalsdorp,Buurt,BU05180477,3810,050700. Unclassified creams,11179.6,77
Waalsdorp,Buurt,BU05180477,3810,050701. Dairy creams and creamers,9203.6,77
Waalsdorp,Buurt,BU05180477,3810,050702. Non-dairy creams and creamers,3048.0,77
Waalsdorp,Buurt,BU05180477,3810,0508. Ice cream,38166.90000000001,77
Waalsdorp,Buurt,BU05180477,3810,050800. Combined Icecream and sorbet,848.6,77
Waalsdorp,Buurt,BU05180477,3810,050801. Milkbased Icecream,29683.7,77
Waalsdorp,Buurt,BU05180477,3810,050802. Ice cream substitutes,62.300000000000004,77
Waalsdorp,Buurt,BU05180477,3810,050803. Sorbet/water ice,7526.400000000001,77
Waalsdorp,Buurt,BU05180477,3810,06. Cereals and cereal products,736145.2999999999,77
Waalsdorp,Buurt,BU05180477,3810,0601. Flour,8105.1,77
Waalsdorp,Buurt,BU05180477,3810,"0602. Pasta,Rice,OtherGrain",182954.9,77
Waalsdorp,Buurt,BU05180477,3810,0603. Bread,485680.8,77
Waalsdorp,Buurt,BU05180477,3810,060301. Bread,465079.39999999997,77
Waalsdorp,Buurt,BU05180477,3810,060302. Crispbread,20567.6,77
Waalsdorp,Buurt,BU05180477,3810,0604. Breakfast cereals,33173.3,77
Waalsdorp,Buurt,BU05180477,3810,0605. Dough and pastry,26178.399999999998,77
Waalsdorp,Buurt,BU05180477,3810,"07. Meat,meat products and substitutes",344960.00000000006,77
Waalsdorp,Buurt,BU05180477,3810,0700. Unclass. and combined meat prod.,7006.3,77
Waalsdorp,Buurt,BU05180477,3810,0701. Domestic mammals,104029.3,77
Waalsdorp,Buurt,BU05180477,3810,070100. Unclass.,13218.9,77
Waalsdorp,Buurt,BU05180477,3810,070101. Beef,44948.3,77
Waalsdorp,Buurt,BU05180477,3810,070102. Veal,1762.1000000000001,77
Waalsdorp,Buurt,BU05180477,3810,070103. Pork,40581.9,77
Waalsdorp,Buurt,BU05180477,3810,070104. Mutton/Lamb,2984.5,77
Waalsdorp,Buurt,BU05180477,3810,070105. Horse,313.6,77
Waalsdorp,Buurt,BU05180477,3810,070107. Rabbit,160.9,77
Waalsdorp,Buurt,BU05180477,3810,0702. Poultry,62862.5,77
Waalsdorp,Buurt,BU05180477,3810,070200. Unclassified and other poultry,31.1,77
Waalsdorp,Buurt,BU05180477,3810,070201. Chicken,58985.799999999996,77
Waalsdorp,Buurt,BU05180477,3810,070202. Turkey,2346.0,77
Waalsdorp,Buurt,BU05180477,3810,070203. Duck,1311.7,77
Waalsdorp,Buurt,BU05180477,3810,0703. Game,165.7,77
Waalsdorp,Buurt,BU05180477,3810,0704. Processed meat,163073.8,77
Waalsdorp,Buurt,BU05180477,3810,070401. Hot processed meat,87882.2,77
Waalsdorp,Buurt,BU05180477,3810,070402. Cold processed meat,75059.5,77
Waalsdorp,Buurt,BU05180477,3810,0705. Offals,650.7,77
Waalsdorp,Buurt,BU05180477,3810,0706. Meat substitutes,7409.3,77
Waalsdorp,Buurt,BU05180477,3810,070601. Hot meal substitutes,6915.8,77
Waalsdorp,Buurt,BU05180477,3810,070602. Cold meal substitutes,459.7,77
Waalsdorp,Buurt,BU05180477,3810,08. Fish,62547.299999999996,77
Waalsdorp,Buurt,BU05180477,3810,0800. Unclass and combined fish products,130.8,77
Waalsdorp,Buurt,BU05180477,3810,0801. Fish,45579.3,77
Waalsdorp,Buurt,BU05180477,3810,0802. Crustaceans,5911.0,77
Waalsdorp,Buurt,BU05180477,3810,0803. Fish products,10767.6,77
Waalsdorp,Buurt,BU05180477,3810,0804. Amphibians and reptiles,65.8,77
Waalsdorp,Buurt,BU05180477,3810,09. Eggs and egg products,46372.5,77
Waalsdorp,Buurt,BU05180477,3810,0901. Eggs,46372.5,77
Waalsdorp,Buurt,BU05180477,3810,10. Fats and oils,80664.2,77
Waalsdorp,Buurt,BU05180477,3810,1000. Unclassified and combined fat,5333.1,77
Waalsdorp,Buurt,BU05180477,3810,1001. Vegetable oils,14593.9,77
Waalsdorp,Buurt,BU05180477,3810,1002. Butter,9479.099999999999,77
Waalsdorp,Buurt,BU05180477,3810,1003. Margarines and cooking fats,50828.9,77
Waalsdorp,Buurt,BU05180477,3810,1004. Other animal fats (incl fish oil),426.2,77
Waalsdorp,Buurt,BU05180477,3810,11. Sugar and confectionery,112516.8,77
Waalsdorp,Buurt,BU05180477,3810,1100. Unclass or combined confectionery,1201.5,77
Waalsdorp,Buurt,BU05180477,3810,"1101. Sugar,honey,jam,syrup,sweet sauce",39138.3,77
Waalsdorp,Buurt,BU05180477,3810,110100. Unclassified and other types,80.5,77
Waalsdorp,Buurt,BU05180477,3810,110101. Sugar,12733.799999999997,77
Waalsdorp,Buurt,BU05180477,3810,110102. Jam,15458.499999999998,77
Waalsdorp,Buurt,BU05180477,3810,110103. Honey,3860.3,77
Waalsdorp,Buurt,BU05180477,3810,110104. Other sweet spreads,4401.0,77
Waalsdorp,Buurt,BU05180477,3810,110105. Sweet sauce,859.3,77
Waalsdorp,Buurt,BU05180477,3810,110106. Syrups (incl. can and beverages),1766.9999999999998,77
Waalsdorp,Buurt,BU05180477,3810,"1102. Chocolate,candy,paste,confetti",49745.4,77
Waalsdorp,Buurt,BU05180477,3810,110200. Unclassified and other types,11981.599999999999,77
Waalsdorp,Buurt,BU05180477,3810,110201. Chocolate tablet,13520.1,77
Waalsdorp,Buurt,BU05180477,3810,110202. Chocolate candy bars,5969.400000000001,77
Waalsdorp,Buurt,BU05180477,3810,110203. Chocolate spread and choc.powder,14105.899999999998,77
Waalsdorp,Buurt,BU05180477,3810,110204. Chocolate confectionary,4302.200000000001,77
Waalsdorp,Buurt,BU05180477,3810,1103. Confectionary non-chocolate,22411.100000000002,77
Waalsdorp,Buurt,BU05180477,3810,12. Cakes and sweet biscuits,150399.2,77
Waalsdorp,Buurt,BU05180477,3810,1201. Cakes,87325.90000000001,77
Waalsdorp,Buurt,BU05180477,3810,1202. Dry cakes,63102.5,77
Waalsdorp,Buurt,BU05180477,3810,13. Non-alcoholic beverages,6379924.8,77
Waalsdorp,Buurt,BU05180477,3810,1300. Unclass and combined non-alcoholic,18716.5,77
Waalsdorp,Buurt,BU05180477,3810,1301. Fruit and vegetable juices,215834.8,77
Waalsdorp,Buurt,BU05180477,3810,1302. Carbonated/soft/isotonic drinks,1251054.5,77
Waalsdorp,Buurt,BU05180477,3810,"1303. Coffee,Tea and Herbal Teas",2625717.2,77
Waalsdorp,Buurt,BU05180477,3810,130300. Unclass. and combined coffee/tea,4515.4,77
Waalsdorp,Buurt,BU05180477,3810,130301. Coffee,1262485.9,77
Waalsdorp,Buurt,BU05180477,3810,130302. Tea,928033.8,77
Waalsdorp,Buurt,BU05180477,3810,130303. Herbal tea,430003.1,77
Waalsdorp,Buurt,BU05180477,3810,130304. Chicory,683.4,77
Waalsdorp,Buurt,BU05180477,3810,1304. Waters,2268379.3,77
Waalsdorp,Buurt,BU05180477,3810,14. Alcoholic beverages,477263.7,77
Waalsdorp,Buurt,BU05180477,3810,1400. Unclassified,5835.9,77
Waalsdorp,Buurt,BU05180477,3810,1401. Wine,150060.9,77
Waalsdorp,Buurt,BU05180477,3810,1402. Fortified wines,5546.9,77
Waalsdorp,Buurt,BU05180477,3810,1403. Beer,302047.50000000006,77
Waalsdorp,Buurt,BU05180477,3810,1404. Spirits,10819.3,77
Waalsdorp,Buurt,BU05180477,3810,1405. Aniseed drinks,64.9,77
Waalsdorp,Buurt,BU05180477,3810,1406. Liqueurs,2865.1,77
Waalsdorp,Buurt,BU05180477,3810,15. Sauces and seasonings,125418.1,77
Waalsdorp,Buurt,BU05180477,3810,1500. Unclassified or combined sauces,3328.4,77
Waalsdorp,Buurt,BU05180477,3810,1501. Savory Sauces,113640.9,77
Waalsdorp,Buurt,BU05180477,3810,150100. Other and mixed sauces,45543.6,77
Waalsdorp,Buurt,BU05180477,3810,150101. Tomato sauces,25454.7,77
Waalsdorp,Buurt,BU05180477,3810,150102. Dressings,27070.5,77
Waalsdorp,Buurt,BU05180477,3810,150103. Mayonnaise based spreads,15483.4,77
Waalsdorp,Buurt,BU05180477,3810,1503. Spices,89.2,77
Waalsdorp,Buurt,BU05180477,3810,1504. Condiments,8423.1,77
Waalsdorp,Buurt,BU05180477,3810,150400. Unclass. and combined condiments,7474.799999999999,77
Waalsdorp,Buurt,BU05180477,3810,150401. Vinegar,948.3,77
Waalsdorp,Buurt,BU05180477,3810,16. Soups and Stocks,155701.2,77
Waalsdorp,Buurt,BU05180477,3810,1601. Stocks in soup recipes,66237.70000000001,77
Waalsdorp,Buurt,BU05180477,3810,1602. Stocks,89468.1,77
Waalsdorp,Buurt,BU05180477,3810,17. Miscellaneous,17963.3,77
Waalsdorp,Buurt,BU05180477,3810,1701. Vegetarian products/dishes,329.79999999999995,77
Waalsdorp,Buurt,BU05180477,3810,1702. Dietetic products,17599.6,77
Waalsdorp,Buurt,BU05180477,3810,170201. Artificial sweeteners,790.5,77
Waalsdorp,Buurt,BU05180477,3810,170202. Meal substitutes,16874.0,77
Waalsdorp,Buurt,BU05180477,3810,1703. Insects,0.0,77
Waalsdorp,Buurt,BU05180477,3810,18. Savoury snacks,74239.2,77
Waalsdorp,Buurt,BU05180477,3810,1800. Unclassified or combined snacks,139.0,77
Waalsdorp,Buurt,BU05180477,3810,1801. Savoury snacks,33959.3,77
Waalsdorp,Buurt,BU05180477,3810,1802. Savoury filled buns,40062.399999999994,77
Arendsdorp,Buurt,BU05180478,1305,01. Potatoes and other tubers,83919.6,78
Arendsdorp,Buurt,BU05180478,1305,0100. Unclassified and other tubers,1147.5,78
Arendsdorp,Buurt,BU05180478,1305,0101. Potatoes,82728.7,78
Arendsdorp,Buurt,BU05180478,1305,02. Vegetables,181740.5,78
Arendsdorp,Buurt,BU05180478,1305,0200. Unclass.,14514.100000000002,78
Arendsdorp,Buurt,BU05180478,1305,0201. Leafy vegetables (exc. cabbages),26618.6,78
Arendsdorp,Buurt,BU05180478,1305,0202. Fruiting vegetables,70939.5,78
Arendsdorp,Buurt,BU05180478,1305,0203. Root vegetables,17569.699999999997,78
Arendsdorp,Buurt,BU05180478,1305,0204. Cabbages,23784.199999999997,78
Arendsdorp,Buurt,BU05180478,1305,0205. Mushrooms,4208.299999999999,78
Arendsdorp,Buurt,BU05180478,1305,0206. Grain and pod vegetables,3632.8999999999996,78
Arendsdorp,Buurt,BU05180478,1305,0207. Leek,16467.399999999998,78
Arendsdorp,Buurt,BU05180478,1305,0208. Stalk vegetables,3972.7,78
Arendsdorp,Buurt,BU05180478,1305,03. Legumes,6234.5,78
Arendsdorp,Buurt,BU05180478,1305,0301. Legumes,6234.5,78
Arendsdorp,Buurt,BU05180478,1305,04. Fruits,185205.4,78
Arendsdorp,Buurt,BU05180478,1305,0400. Unclass.,571.5,78
Arendsdorp,Buurt,BU05180478,1305,0401. Fruits,169770.1,78
Arendsdorp,Buurt,BU05180478,1305,040101. Fruits,162872.8,78
Arendsdorp,Buurt,BU05180478,1305,040102. Fruit compote,6938.8,78
Arendsdorp,Buurt,BU05180478,1305,0402. Nuts and seeds (+ nut spread),14008.0,78
Arendsdorp,Buurt,BU05180478,1305,040201. Nuts,8518.8,78
Arendsdorp,Buurt,BU05180478,1305,040202. Peanut butter,5530.1,78
Arendsdorp,Buurt,BU05180478,1305,0403. Olives,903.9000000000001,78
Arendsdorp,Buurt,BU05180478,1305,05. Dairy products and substitutes,445301.30000000005,78
Arendsdorp,Buurt,BU05180478,1305,0500. Unclass. and mixed dairy products,2285.7,78
Arendsdorp,Buurt,BU05180478,1305,0501. Milk,238623.3,78
Arendsdorp,Buurt,BU05180478,1305,050101. Non-fermented milk and milk bev.,178563.2,78
Arendsdorp,Buurt,BU05180478,1305,050102. Milk (fermented and bev),60056.40000000001,78
Arendsdorp,Buurt,BU05180478,1305,0502. MilkSubstitutes,15208.400000000001,78
Arendsdorp,Buurt,BU05180478,1305,0503. Yoghurt,77048.6,78
Arendsdorp,Buurt,BU05180478,1305,0504. Fromage blanc,15509.1,78
Arendsdorp,Buurt,BU05180478,1305,0505. Cheeses (incl. spread cheeses),43265.0,78
Arendsdorp,Buurt,BU05180478,1305,0506. Cream desserts,32337.700000000004,78
Arendsdorp,Buurt,BU05180478,1305,0507. Dairy and non-dairy creams,8222.8,78
Arendsdorp,Buurt,BU05180478,1305,050700. Unclassified creams,3940.1000000000004,78
Arendsdorp,Buurt,BU05180478,1305,050701. Dairy creams and creamers,3189.5,78
Arendsdorp,Buurt,BU05180478,1305,050702. Non-dairy creams and creamers,1073.7,78
Arendsdorp,Buurt,BU05180478,1305,0508. Ice cream,12789.5,78
Arendsdorp,Buurt,BU05180478,1305,050800. Combined Icecream and sorbet,284.1,78
Arendsdorp,Buurt,BU05180478,1305,050801. Milkbased Icecream,10070.199999999999,78
Arendsdorp,Buurt,BU05180478,1305,050802. Ice cream substitutes,20.4,78
Arendsdorp,Buurt,BU05180478,1305,050803. Sorbet/water ice,2400.1000000000004,78
Arendsdorp,Buurt,BU05180478,1305,06. Cereals and cereal products,252287.1,78
Arendsdorp,Buurt,BU05180478,1305,0601. Flour,2739.0,78
Arendsdorp,Buurt,BU05180478,1305,"0602. Pasta,Rice,OtherGrain",63164.6,78
Arendsdorp,Buurt,BU05180478,1305,0603. Bread,165971.5,78
Arendsdorp,Buurt,BU05180478,1305,060301. Bread,158860.0,78
Arendsdorp,Buurt,BU05180478,1305,060302. Crispbread,7099.5,78
Arendsdorp,Buurt,BU05180478,1305,0604. Breakfast cereals,11460.7,78
Arendsdorp,Buurt,BU05180478,1305,0605. Dough and pastry,8936.199999999999,78
Arendsdorp,Buurt,BU05180478,1305,"07. Meat,meat products and substitutes",118509.6,78
Arendsdorp,Buurt,BU05180478,1305,0700. Unclass. and combined meat prod.,2379.6,78
Arendsdorp,Buurt,BU05180478,1305,0701. Domestic mammals,35953.5,78
Arendsdorp,Buurt,BU05180478,1305,070100. Unclass.,4537.4,78
Arendsdorp,Buurt,BU05180478,1305,070101. Beef,15599.400000000001,78
Arendsdorp,Buurt,BU05180478,1305,070102. Veal,614.6,78
Arendsdorp,Buurt,BU05180478,1305,070103. Pork,13977.599999999999,78
Arendsdorp,Buurt,BU05180478,1305,070104. Mutton/Lamb,1033.9,78
Arendsdorp,Buurt,BU05180478,1305,070105. Horse,110.80000000000001,78
Arendsdorp,Buurt,BU05180478,1305,070107. Rabbit,56.699999999999996,78
Arendsdorp,Buurt,BU05180478,1305,0702. Poultry,21733.4,78
Arendsdorp,Buurt,BU05180478,1305,070200. Unclassified and other poultry,10.9,78
Arendsdorp,Buurt,BU05180478,1305,070201. Chicken,20374.0,78
Arendsdorp,Buurt,BU05180478,1305,070202. Turkey,819.0,78
Arendsdorp,Buurt,BU05180478,1305,070203. Duck,462.6,78
Arendsdorp,Buurt,BU05180478,1305,0703. Game,58.7,78
Arendsdorp,Buurt,BU05180478,1305,0704. Processed meat,55674.9,78
Arendsdorp,Buurt,BU05180478,1305,070401. Hot processed meat,29865.800000000003,78
Arendsdorp,Buurt,BU05180478,1305,070402. Cold processed meat,25763.2,78
Arendsdorp,Buurt,BU05180478,1305,0705. Offals,226.20000000000002,78
Arendsdorp,Buurt,BU05180478,1305,0706. Meat substitutes,2567.6,78
Arendsdorp,Buurt,BU05180478,1305,070601. Hot meal substitutes,2397.5,78
Arendsdorp,Buurt,BU05180478,1305,070602. Cold meal substitutes,158.3,78
Arendsdorp,Buurt,BU05180478,1305,08. Fish,21830.5,78
Arendsdorp,Buurt,BU05180478,1305,0800. Unclass and combined fish products,46.7,78
Arendsdorp,Buurt,BU05180478,1305,0801. Fish,15991.7,78
Arendsdorp,Buurt,BU05180478,1305,0802. Crustaceans,2068.1000000000004,78
Arendsdorp,Buurt,BU05180478,1305,0803. Fish products,3670.9000000000005,78
Arendsdorp,Buurt,BU05180478,1305,0804. Amphibians and reptiles,19.599999999999998,78
Arendsdorp,Buurt,BU05180478,1305,09. Eggs and egg products,15976.3,78
Arendsdorp,Buurt,BU05180478,1305,0901. Eggs,15976.3,78
Arendsdorp,Buurt,BU05180478,1305,10. Fats and oils,27728.199999999997,78
Arendsdorp,Buurt,BU05180478,1305,1000. Unclassified and combined fat,1840.0,78
Arendsdorp,Buurt,BU05180478,1305,1001. Vegetable oils,5069.1,78
Arendsdorp,Buurt,BU05180478,1305,1002. Butter,3299.4999999999995,78
Arendsdorp,Buurt,BU05180478,1305,1003. Margarines and cooking fats,17374.1,78
Arendsdorp,Buurt,BU05180478,1305,1004. Other animal fats (incl fish oil),144.90000000000003,78
Arendsdorp,Buurt,BU05180478,1305,11. Sugar and confectionery,38158.700000000004,78
Arendsdorp,Buurt,BU05180478,1305,1100. Unclass or combined confectionery,415.2,78
Arendsdorp,Buurt,BU05180478,1305,"1101. Sugar,honey,jam,syrup,sweet sauce",13485.6,78
Arendsdorp,Buurt,BU05180478,1305,110100. Unclassified and other types,24.799999999999997,78
Arendsdorp,Buurt,BU05180478,1305,110101. Sugar,4400.2,78
Arendsdorp,Buurt,BU05180478,1305,110102. Jam,5353.200000000001,78
Arendsdorp,Buurt,BU05180478,1305,110103. Honey,1349.0,78
Arendsdorp,Buurt,BU05180478,1305,110104. Other sweet spreads,1473.3,78
Arendsdorp,Buurt,BU05180478,1305,110105. Sweet sauce,299.5,78
Arendsdorp,Buurt,BU05180478,1305,110106. Syrups (incl. can and beverages),593.6,78
Arendsdorp,Buurt,BU05180478,1305,"1102. Chocolate,candy,paste,confetti",16767.0,78
Arendsdorp,Buurt,BU05180478,1305,110200. Unclassified and other types,4011.8,78
Arendsdorp,Buurt,BU05180478,1305,110201. Chocolate tablet,4653.0,78
Arendsdorp,Buurt,BU05180478,1305,110202. Chocolate candy bars,2031.3999999999999,78
Arendsdorp,Buurt,BU05180478,1305,110203. Chocolate spread and choc.powder,4632.099999999999,78
Arendsdorp,Buurt,BU05180478,1305,110204. Chocolate confectionary,1485.0000000000002,78
Arendsdorp,Buurt,BU05180478,1305,1103. Confectionary non-chocolate,7482.200000000001,78
Arendsdorp,Buurt,BU05180478,1305,12. Cakes and sweet biscuits,51378.399999999994,78
Arendsdorp,Buurt,BU05180478,1305,1201. Cakes,29976.1,78
Arendsdorp,Buurt,BU05180478,1305,1202. Dry cakes,21411.3,78
Arendsdorp,Buurt,BU05180478,1305,13. Non-alcoholic beverages,2211549.3999999994,78
Arendsdorp,Buurt,BU05180478,1305,1300. Unclass and combined non-alcoholic,6545.100000000001,78
Arendsdorp,Buurt,BU05180478,1305,1301. Fruit and vegetable juices,74056.70000000001,78
Arendsdorp,Buurt,BU05180478,1305,1302. Carbonated/soft/isotonic drinks,416305.4,78
Arendsdorp,Buurt,BU05180478,1305,"1303. Coffee,Tea and Herbal Teas",926074.7000000001,78
Arendsdorp,Buurt,BU05180478,1305,130300. Unclass. and combined coffee/tea,1552.5,78
Arendsdorp,Buurt,BU05180478,1305,130301. Coffee,445577.8,78
Arendsdorp,Buurt,BU05180478,1305,130302. Tea,327000.19999999995,78
Arendsdorp,Buurt,BU05180478,1305,130303. Herbal tea,151701.1,78
Arendsdorp,Buurt,BU05180478,1305,130304. Chicory,244.2,78
Arendsdorp,Buurt,BU05180478,1305,1304. Waters,788491.5,78
Arendsdorp,Buurt,BU05180478,1305,14. Alcoholic beverages,167791.30000000002,78
Arendsdorp,Buurt,BU05180478,1305,1400. Unclassified,2007.0,78
