"TIME","GEO","DAIRYPROD","MILKITEM","Value","Flag and Footnotes"
"2017","Spain","Manufactured products","Utilization of whole milk (1 000 t)","4 625.79","p"
"2017","France","Fresh products","Products obtained (1 000 t)","5 987.67","p"
"2017","France","Fresh products","Fat content (t)","237 460.37","p"
"2017","France","Fresh products","Protein content (t)",":",""
"2017","France","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","211.55","p"
"2017","France","Fresh products","Utilization of whole milk (1 000 t)","5 694.35","p"
"2017","France","Manufactured products","Products obtained (1 000 t)","6 628.16","p"
"2017","France","Manufactured products","Fat content (t)","779 508.77","p"
"2017","France","Manufactured products","Protein content (t)",":",""
"2017","France","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","1 577.49","p"
"2017","France","Manufactured products","Utilization of whole milk (1 000 t)","19 219.51","p"
"2017","Croatia","Fresh products","Products obtained (1 000 t)",":","c"
"2017","Croatia","Fresh products","Fat content (t)","16 084.48",""
"2017","Croatia","Fresh products","Protein content (t)",":",""
"2017","Croatia","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","-41.17",""
"2017","Croatia","Fresh products","Utilization of whole milk (1 000 t)","495.59",""
"2017","Croatia","Manufactured products","Products obtained (1 000 t)",":","c"
"2017","Croatia","Manufactured products","Fat content (t)",":","c"
"2017","Croatia","Manufactured products","Protein content (t)",":",""
"2017","Croatia","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)",":","c"
"2017","Croatia","Manufactured products","Utilization of whole milk (1 000 t)",":","c"
"2017","Italy","Fresh products","Products obtained (1 000 t)","3 012.50",""
"2017","Italy","Fresh products","Fat content (t)","112 035.06",""
"2017","Italy","Fresh products","Protein content (t)",":",""
"2017","Italy","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","188.96",""
"2017","Italy","Fresh products","Utilization of whole milk (1 000 t)","2 940.55",""
"2017","Italy","Manufactured products","Products obtained (1 000 t)",":","c"
"2017","Italy","Manufactured products","Fat content (t)","445 715.07",""
"2017","Italy","Manufactured products","Protein content (t)",":",""
"2017","Italy","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","-1 181.53",""
"2017","Italy","Manufactured products","Utilization of whole milk (1 000 t)","11 567.79",""
"2017","Cyprus","Fresh products","Products obtained (1 000 t)","78.86",""
"2017","Cyprus","Fresh products","Fat content (t)","2 958.09",""
"2017","Cyprus","Fresh products","Protein content (t)",":",""
"2017","Cyprus","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","6.31",""
"2017","Cyprus","Fresh products","Utilization of whole milk (1 000 t)","69.18",""
"2017","Cyprus","Manufactured products","Products obtained (1 000 t)","103.71",""
"2017","Cyprus","Manufactured products","Fat content (t)","9 615.13",""
"2017","Cyprus","Manufactured products","Protein content (t)",":",""
"2017","Cyprus","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","18.86",""
"2017","Cyprus","Manufactured products","Utilization of whole milk (1 000 t)","183.50",""
"2017","Latvia","Fresh products","Products obtained (1 000 t)","148.74","p"
"2017","Latvia","Fresh products","Fat content (t)","14 516.93","p"
"2017","Latvia","Fresh products","Protein content (t)",":",""
"2017","Latvia","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","-211.02","p"
"2017","Latvia","Fresh products","Utilization of whole milk (1 000 t)","363.59","p"
"2017","Latvia","Manufactured products","Products obtained (1 000 t)",":","c"
"2017","Latvia","Manufactured products","Fat content (t)","15 328.64","p"
"2017","Latvia","Manufactured products","Protein content (t)",":",""
"2017","Latvia","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","157.59",""
"2017","Latvia","Manufactured products","Utilization of whole milk (1 000 t)","318.73","p"
"2017","Lithuania","Fresh products","Products obtained (1 000 t)","196.51",""
"2017","Lithuania","Fresh products","Fat content (t)","17 069.83",""
"2017","Lithuania","Fresh products","Protein content (t)",":",""
"2017","Lithuania","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","-197.97",""
"2017","Lithuania","Fresh products","Utilization of whole milk (1 000 t)","397.27",""
"2017","Lithuania","Manufactured products","Products obtained (1 000 t)",":","c"
"2017","Lithuania","Manufactured products","Fat content (t)",":","c"
"2017","Lithuania","Manufactured products","Protein content (t)",":",""
"2017","Lithuania","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)",":","c"
"2017","Lithuania","Manufactured products","Utilization of whole milk (1 000 t)","740.51",""
"2017","Luxembourg","Fresh products","Products obtained (1 000 t)",":","c"
"2017","Luxembourg","Fresh products","Fat content (t)",":","c"
"2017","Luxembourg","Fresh products","Protein content (t)",":",""
"2017","Luxembourg","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":","c"
"2017","Luxembourg","Fresh products","Utilization of whole milk (1 000 t)",":","c"
"2017","Luxembourg","Manufactured products","Products obtained (1 000 t)",":","c"
"2017","Luxembourg","Manufactured products","Fat content (t)",":","c"
"2017","Luxembourg","Manufactured products","Protein content (t)",":","c"
"2017","Luxembourg","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)",":","c"
"2017","Luxembourg","Manufactured products","Utilization of whole milk (1 000 t)",":","c"
"2017","Hungary","Fresh products","Products obtained (1 000 t)","714.13",""
"2017","Hungary","Fresh products","Fat content (t)","31 670.91",""
"2017","Hungary","Fresh products","Protein content (t)",":",""
"2017","Hungary","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","-186.07",""
"2017","Hungary","Fresh products","Utilization of whole milk (1 000 t)","866.37",""
"2017","Hungary","Manufactured products","Products obtained (1 000 t)",":","c"
"2017","Hungary","Manufactured products","Fat content (t)","34 938.85",""
"2017","Hungary","Manufactured products","Protein content (t)",":",""
"2017","Hungary","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","-13.16",""
"2017","Hungary","Manufactured products","Utilization of whole milk (1 000 t)","920.61",""
"2017","Malta","Fresh products","Products obtained (1 000 t)",":","c"
"2017","Malta","Fresh products","Fat content (t)",":","c"
"2017","Malta","Fresh products","Protein content (t)",":",""
"2017","Malta","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":","c"
"2017","Malta","Fresh products","Utilization of whole milk (1 000 t)",":","c"
"2017","Malta","Manufactured products","Products obtained (1 000 t)",":","c"
"2017","Malta","Manufactured products","Fat content (t)",":","c"
"2017","Malta","Manufactured products","Protein content (t)",":","c"
"2017","Malta","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)",":","c"
"2017","Malta","Manufactured products","Utilization of whole milk (1 000 t)",":","c"
"2017","Netherlands","Fresh products","Products obtained (1 000 t)",":","c"
"2017","Netherlands","Fresh products","Fat content (t)","21 542.00",""
"2017","Netherlands","Fresh products","Protein content (t)",":",""
"2017","Netherlands","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","507.00",""
"2017","Netherlands","Fresh products","Utilization of whole milk (1 000 t)","486.00",""
"2017","Netherlands","Manufactured products","Products obtained (1 000 t)",":","c"
"2017","Netherlands","Manufactured products","Fat content (t)","507 186.00",""
"2017","Netherlands","Manufactured products","Protein content (t)",":",""
"2017","Netherlands","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","1 055.00",""
"2017","Netherlands","Manufactured products","Utilization of whole milk (1 000 t)","11 719.00",""
"2017","Austria","Fresh products","Products obtained (1 000 t)","1 188.55",""
"2017","Austria","Fresh products","Fat content (t)","49 883.22",""
"2017","Austria","Fresh products","Protein content (t)",":",""
"2017","Austria","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","-15.91",""
"2017","Austria","Fresh products","Utilization of whole milk (1 000 t)","1 204.46",""
"2017","Austria","Manufactured products","Products obtained (1 000 t)","1 845.02",""
"2017","Austria","Manufactured products","Fat content (t)","77 980.45",""
"2017","Austria","Manufactured products","Protein content (t)",":",""
"2017","Austria","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","-128.61",""
"2017","Austria","Manufactured products","Utilization of whole milk (1 000 t)","1 881.57",""
"2017","Poland","Fresh products","Products obtained (1 000 t)","2 681.29",""
"2017","Poland","Fresh products","Fat content (t)","115 933.04",""
"2017","Poland","Fresh products","Protein content (t)",":",""
"2017","Poland","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","-186.75",""
"2017","Poland","Fresh products","Utilization of whole milk (1 000 t)","2 874.12",""
"2017","Poland","Manufactured products","Products obtained (1 000 t)",":","c"
"2017","Poland","Manufactured products","Fat content (t)","345 959.99",""
"2017","Poland","Manufactured products","Protein content (t)",":",""
"2017","Poland","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","1 033.99",""
"2017","Poland","Manufactured products","Utilization of whole milk (1 000 t)","7 736.83",""
"2017","Portugal","Fresh products","Products obtained (1 000 t)",":","c"
"2017","Portugal","Fresh products","Fat content (t)","19 512.33",""
"2017","Portugal","Fresh products","Protein content (t)",":",""
"2017","Portugal","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","263.47",""
"2017","Portugal","Fresh products","Utilization of whole milk (1 000 t)","915.90",""
"2017","Portugal","Manufactured products","Products obtained (1 000 t)",":","c"
"2017","Portugal","Manufactured products","Fat content (t)","51 842.91",""
"2017","Portugal","Manufactured products","Protein content (t)",":",""
"2017","Portugal","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","-295.00",""
"2017","Portugal","Manufactured products","Utilization of whole milk (1 000 t)","1 429.68",""
"2017","Romania","Fresh products","Products obtained (1 000 t)",":","c"
"2017","Romania","Fresh products","Fat content (t)","26 014.40",""
"2017","Romania","Fresh products","Protein content (t)",":",""
"2017","Romania","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","-133.43",""
"2017","Romania","Fresh products","Utilization of whole milk (1 000 t)","696.50",""
"2017","Romania","Manufactured products","Products obtained (1 000 t)",":","c"
"2017","Romania","Manufactured products","Fat content (t)","36 962.29",""
"2017","Romania","Manufactured products","Protein content (t)",":",""
"2017","Romania","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","-415.16",""
"2017","Romania","Manufactured products","Utilization of whole milk (1 000 t)","973.23",""
"2017","Slovenia","Fresh products","Products obtained (1 000 t)",":","c"
"2017","Slovenia","Fresh products","Fat content (t)","10 224.17",""
"2017","Slovenia","Fresh products","Protein content (t)",":",""
"2017","Slovenia","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","-14.24",""
"2017","Slovenia","Fresh products","Utilization of whole milk (1 000 t)","247.25",""
"2017","Slovenia","Manufactured products","Products obtained (1 000 t)",":","c"
"2017","Slovenia","Manufactured products","Fat content (t)","5 515.91",""
"2017","Slovenia","Manufactured products","Protein content (t)",":","c"
"2017","Slovenia","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","-14.34",""
"2017","Slovenia","Manufactured products","Utilization of whole milk (1 000 t)","133.44",""
"2017","Slovakia","Fresh products","Products obtained (1 000 t)",":","c"
"2017","Slovakia","Fresh products","Fat content (t)","12 502.79",""
"2017","Slovakia","Fresh products","Protein content (t)",":",""
"2017","Slovakia","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","-61.78",""
"2017","Slovakia","Fresh products","Utilization of whole milk (1 000 t)","346.26",""
"2017","Slovakia","Manufactured products","Products obtained (1 000 t)",":","c"
"2017","Slovakia","Manufactured products","Fat content (t)",":","c"
"2017","Slovakia","Manufactured products","Protein content (t)",":",""
"2017","Slovakia","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)",":","c"
