"TIME","GEO","DAIRYPROD","MILKITEM","Value","Flag and Footnotes"
"2013","Italy","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","-1 317.86",""
"2013","Italy","Manufactured products","Utilization of whole milk (1 000 t)","10 752.66",""
"2013","Cyprus","Fresh products","Products obtained (1 000 t)","84.11",""
"2013","Cyprus","Fresh products","Fat content (t)","3 006.97",""
"2013","Cyprus","Fresh products","Protein content (t)",":",""
"2013","Cyprus","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","9.85",""
"2013","Cyprus","Fresh products","Utilization of whole milk (1 000 t)","73.90",""
"2013","Cyprus","Manufactured products","Products obtained (1 000 t)","62.19",""
"2013","Cyprus","Manufactured products","Fat content (t)","4 612.20",""
"2013","Cyprus","Manufactured products","Protein content (t)",":",""
"2013","Cyprus","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","5.12",""
"2013","Cyprus","Manufactured products","Utilization of whole milk (1 000 t)","100.56",""
"2013","Latvia","Fresh products","Products obtained (1 000 t)",":","c"
"2013","Latvia","Fresh products","Fat content (t)","12 613.08",""
"2013","Latvia","Fresh products","Protein content (t)",":",""
"2013","Latvia","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","-118.88",""
"2013","Latvia","Fresh products","Utilization of whole milk (1 000 t)","269.97",""
"2013","Latvia","Manufactured products","Products obtained (1 000 t)",":","c"
"2013","Latvia","Manufactured products","Fat content (t)","13 047.00",""
"2013","Latvia","Manufactured products","Protein content (t)",":",""
"2013","Latvia","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","144.71",""
"2013","Latvia","Manufactured products","Utilization of whole milk (1 000 t)","254.69",""
"2013","Lithuania","Fresh products","Products obtained (1 000 t)",":","bc"
"2013","Lithuania","Fresh products","Fat content (t)",":","bc"
"2013","Lithuania","Fresh products","Protein content (t)",":",""
"2013","Lithuania","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":","bc"
"2013","Lithuania","Fresh products","Utilization of whole milk (1 000 t)",":","bc"
"2013","Lithuania","Manufactured products","Products obtained (1 000 t)",":","c"
"2013","Lithuania","Manufactured products","Fat content (t)","36 189.66","b"
"2013","Lithuania","Manufactured products","Protein content (t)",":",""
"2013","Lithuania","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","635.35",""
"2013","Lithuania","Manufactured products","Utilization of whole milk (1 000 t)","763.60","b"
"2013","Luxembourg","Fresh products","Products obtained (1 000 t)",":","c"
"2013","Luxembourg","Fresh products","Fat content (t)",":","c"
"2013","Luxembourg","Fresh products","Protein content (t)",":",""
"2013","Luxembourg","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":","c"
"2013","Luxembourg","Fresh products","Utilization of whole milk (1 000 t)",":","c"
"2013","Luxembourg","Manufactured products","Products obtained (1 000 t)",":","c"
"2013","Luxembourg","Manufactured products","Fat content (t)",":","c"
"2013","Luxembourg","Manufactured products","Protein content (t)",":",""
"2013","Luxembourg","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)",":","c"
"2013","Luxembourg","Manufactured products","Utilization of whole milk (1 000 t)",":","c"
"2013","Hungary","Fresh products","Products obtained (1 000 t)",":","c"
"2013","Hungary","Fresh products","Fat content (t)","27 487.33",""
"2013","Hungary","Fresh products","Protein content (t)",":",""
"2013","Hungary","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":","c"
"2013","Hungary","Fresh products","Utilization of whole milk (1 000 t)",":","c"
"2013","Hungary","Manufactured products","Products obtained (1 000 t)",":","c"
"2013","Hungary","Manufactured products","Fat content (t)","24 457.26",""
"2013","Hungary","Manufactured products","Protein content (t)",":",""
"2013","Hungary","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","8.55",""
"2013","Hungary","Manufactured products","Utilization of whole milk (1 000 t)","685.20",""
"2013","Malta","Fresh products","Products obtained (1 000 t)",":","c"
"2013","Malta","Fresh products","Fat content (t)","723.50",""
"2013","Malta","Fresh products","Protein content (t)",":",""
"2013","Malta","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":","c"
"2013","Malta","Fresh products","Utilization of whole milk (1 000 t)",":","c"
"2013","Malta","Manufactured products","Products obtained (1 000 t)",":","c"
"2013","Malta","Manufactured products","Fat content (t)",":","c"
"2013","Malta","Manufactured products","Protein content (t)",":",""
"2013","Malta","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)",":","c"
"2013","Malta","Manufactured products","Utilization of whole milk (1 000 t)",":","c"
"2013","Netherlands","Fresh products","Products obtained (1 000 t)",":","c"
"2013","Netherlands","Fresh products","Fat content (t)","19 876.32",""
"2013","Netherlands","Fresh products","Protein content (t)",":",""
"2013","Netherlands","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":","c"
"2013","Netherlands","Fresh products","Utilization of whole milk (1 000 t)",":","c"
"2013","Netherlands","Manufactured products","Products obtained (1 000 t)",":","c"
"2013","Netherlands","Manufactured products","Fat content (t)","472 284.93",""
"2013","Netherlands","Manufactured products","Protein content (t)",":",""
"2013","Netherlands","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","-802.51",""
"2013","Netherlands","Manufactured products","Utilization of whole milk (1 000 t)","10 752.34",""
"2013","Austria","Fresh products","Products obtained (1 000 t)","1 160.70",""
"2013","Austria","Fresh products","Fat content (t)","46 989.57",""
"2013","Austria","Fresh products","Protein content (t)",":",""
"2013","Austria","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","64.35",""
"2013","Austria","Fresh products","Utilization of whole milk (1 000 t)","1 096.35",""
"2013","Austria","Manufactured products","Products obtained (1 000 t)",":","c"
"2013","Austria","Manufactured products","Fat content (t)","66 535.20",""
"2013","Austria","Manufactured products","Protein content (t)",":",""
"2013","Austria","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","-140.60",""
"2013","Austria","Manufactured products","Utilization of whole milk (1 000 t)","1 552.39",""
"2013","Poland","Fresh products","Products obtained (1 000 t)","2 585.74",""
"2013","Poland","Fresh products","Fat content (t)","104 513.17",""
"2013","Poland","Fresh products","Protein content (t)",":",""
"2013","Poland","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","-19.94",""
"2013","Poland","Fresh products","Utilization of whole milk (1 000 t)","2 620.06",""
"2013","Poland","Manufactured products","Products obtained (1 000 t)","6 281.30",""
"2013","Poland","Manufactured products","Fat content (t)","287 620.67",""
"2013","Poland","Manufactured products","Protein content (t)",":",""
"2013","Poland","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","821.70",""
"2013","Poland","Manufactured products","Utilization of whole milk (1 000 t)","6 212.74",""
"2013","Portugal","Fresh products","Products obtained (1 000 t)",":","c"
"2013","Portugal","Fresh products","Fat content (t)","21 767.81",""
"2013","Portugal","Fresh products","Protein content (t)",":",""
"2013","Portugal","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":","c"
"2013","Portugal","Fresh products","Utilization of whole milk (1 000 t)",":","c"
"2013","Portugal","Manufactured products","Products obtained (1 000 t)",":","c"
"2013","Portugal","Manufactured products","Fat content (t)","44 587.22",""
"2013","Portugal","Manufactured products","Protein content (t)",":",""
"2013","Portugal","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","-329.38",""
"2013","Portugal","Manufactured products","Utilization of whole milk (1 000 t)","1 260.94",""
"2013","Romania","Fresh products","Products obtained (1 000 t)",":","c"
"2013","Romania","Fresh products","Fat content (t)","19 150.20",""
"2013","Romania","Fresh products","Protein content (t)",":",""
"2013","Romania","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":","c"
"2013","Romania","Fresh products","Utilization of whole milk (1 000 t)",":","c"
"2013","Romania","Manufactured products","Products obtained (1 000 t)",":","c"
"2013","Romania","Manufactured products","Fat content (t)","29 811.00",""
"2013","Romania","Manufactured products","Protein content (t)",":",""
"2013","Romania","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","-341.15",""
"2013","Romania","Manufactured products","Utilization of whole milk (1 000 t)","789.27",""
"2013","Slovenia","Fresh products","Products obtained (1 000 t)",":","c"
"2013","Slovenia","Fresh products","Fat content (t)","8 690.38",""
"2013","Slovenia","Fresh products","Protein content (t)",":",""
"2013","Slovenia","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":","c"
"2013","Slovenia","Fresh products","Utilization of whole milk (1 000 t)",":","c"
"2013","Slovenia","Manufactured products","Products obtained (1 000 t)",":","c"
"2013","Slovenia","Manufactured products","Fat content (t)","5 529.55",""
"2013","Slovenia","Manufactured products","Protein content (t)",":",""
"2013","Slovenia","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","-4.28",""
"2013","Slovenia","Manufactured products","Utilization of whole milk (1 000 t)","133.73",""
"2013","Slovakia","Fresh products","Products obtained (1 000 t)",":","c"
"2013","Slovakia","Fresh products","Fat content (t)","13 635.08",""
"2013","Slovakia","Fresh products","Protein content (t)",":",""
"2013","Slovakia","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","45.23",""
"2013","Slovakia","Fresh products","Utilization of whole milk (1 000 t)","374.79",""
"2013","Slovakia","Manufactured products","Products obtained (1 000 t)","288.56",""
"2013","Slovakia","Manufactured products","Fat content (t)","17 447.42",""
"2013","Slovakia","Manufactured products","Protein content (t)",":",""
"2013","Slovakia","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","-209.34",""
"2013","Slovakia","Manufactured products","Utilization of whole milk (1 000 t)","423.55",""
"2013","Finland","Fresh products","Products obtained (1 000 t)",":","c"
"2013","Finland","Fresh products","Fat content (t)","26 784.29",""
"2013","Finland","Fresh products","Protein content (t)",":",""
"2013","Finland","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":","c"
"2013","Finland","Fresh products","Utilization of whole milk (1 000 t)",":","c"
"2013","Finland","Manufactured products","Products obtained (1 000 t)",":","c"
"2013","Finland","Manufactured products","Fat content (t)","66 098.23",""
"2013","Finland","Manufactured products","Protein content (t)",":",""
"2013","Finland","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","-227.24",""
"2013","Finland","Manufactured products","Utilization of whole milk (1 000 t)","1 544.78",""
"2013","Sweden","Fresh products","Products obtained (1 000 t)","1 221.13",""
"2013","Sweden","Fresh products","Fat content (t)","52 384.86",""
"2013","Sweden","Fresh products","Protein content (t)",":",""
"2013","Sweden","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","-26.13",""
"2013","Sweden","Fresh products","Utilization of whole milk (1 000 t)","1 247.05",""
"2013","Sweden","Manufactured products","Products obtained (1 000 t)","1 135.53",""
"2013","Sweden","Manufactured products","Fat content (t)","68 480.35",""
"2013","Sweden","Manufactured products","Protein content (t)",":",""
"2013","Sweden","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","29.58",""
"2013","Sweden","Manufactured products","Utilization of whole milk (1 000 t)","1 630.31",""
"2013","United Kingdom","Fresh products","Products obtained (1 000 t)","8 106.58",""
"2013","United Kingdom","Fresh products","Fat content (t)","274 533.37",""
"2013","United Kingdom","Fresh products","Protein content (t)",":",""
"2013","United Kingdom","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","1 329.53",""
"2013","United Kingdom","Fresh products","Utilization of whole milk (1 000 t)","6 778.38",""
"2013","United Kingdom","Manufactured products","Products obtained (1 000 t)",":","c"
"2013","United Kingdom","Manufactured products","Fat content (t)","273 691.11",""
"2013","United Kingdom","Manufactured products","Protein content (t)",":",""
"2013","United Kingdom","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","-1 548.68",""
"2013","United Kingdom","Manufactured products","Utilization of whole milk (1 000 t)","6 833.89",""
"2013","Iceland","Fresh products","Products obtained (1 000 t)",":",""
"2013","Iceland","Fresh products","Fat content (t)",":",""
"2013","Iceland","Fresh products","Protein content (t)",":",""
"2013","Iceland","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":",""
"2013","Iceland","Fresh products","Utilization of whole milk (1 000 t)",":",""
"2013","Iceland","Manufactured products","Products obtained (1 000 t)",":",""
"2013","Iceland","Manufactured products","Fat content (t)",":",""
"2013","Iceland","Manufactured products","Protein content (t)",":",""
"2013","Iceland","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)",":",""
"2013","Iceland","Manufactured products","Utilization of whole milk (1 000 t)",":",""
"2013","Norway","Fresh products","Products obtained (1 000 t)",":",""
"2013","Norway","Fresh products","Fat content (t)",":",""
"2013","Norway","Fresh products","Protein content (t)",":",""
"2013","Norway","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":",""
"2013","Norway","Fresh products","Utilization of whole milk (1 000 t)",":",""
"2013","Norway","Manufactured products","Products obtained (1 000 t)",":",""
"2013","Norway","Manufactured products","Fat content (t)",":",""
"2013","Norway","Manufactured products","Protein content (t)",":",""
"2013","Norway","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)",":",""
"2013","Norway","Manufactured products","Utilization of whole milk (1 000 t)",":",""
"2013","Switzerland","Fresh products","Products obtained (1 000 t)","817.26",""
"2013","Switzerland","Fresh products","Fat content (t)","43 900.00",""
"2013","Switzerland","Fresh products","Protein content (t)",":",""
"2013","Switzerland","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":",""
"2013","Switzerland","Fresh products","Utilization of whole milk (1 000 t)",":",""
"2013","Switzerland","Manufactured products","Products obtained (1 000 t)","324.24",""
"2013","Switzerland","Manufactured products","Fat content (t)","96 741.00",""
"2013","Switzerland","Manufactured products","Protein content (t)",":",""
"2013","Switzerland","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)",":",""
"2013","Switzerland","Manufactured products","Utilization of whole milk (1 000 t)",":",""
"2013","Montenegro","Fresh products","Products obtained (1 000 t)","18.60",""
"2013","Montenegro","Fresh products","Fat content (t)","702.00",""
"2013","Montenegro","Fresh products","Protein content (t)",":",""
"2013","Montenegro","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","-0.30",""
"2013","Montenegro","Fresh products","Utilization of whole milk (1 000 t)","19.00",""
"2013","Montenegro","Manufactured products","Products obtained (1 000 t)","1.00",""
"2013","Montenegro","Manufactured products","Fat content (t)","301.50",""
"2013","Montenegro","Manufactured products","Protein content (t)","0.00",""
"2013","Montenegro","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","-6.80",""
"2013","Montenegro","Manufactured products","Utilization of whole milk (1 000 t)","8.10",""
"2013","North Macedonia","Fresh products","Products obtained (1 000 t)",":",""
"2013","North Macedonia","Fresh products","Fat content (t)",":",""
"2013","North Macedonia","Fresh products","Protein content (t)",":",""
"2013","North Macedonia","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":",""
"2013","North Macedonia","Fresh products","Utilization of whole milk (1 000 t)",":",""
"2013","North Macedonia","Manufactured products","Products obtained (1 000 t)",":",""
"2013","North Macedonia","Manufactured products","Fat content (t)",":",""
"2013","North Macedonia","Manufactured products","Protein content (t)",":",""
"2013","North Macedonia","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)",":",""
"2013","North Macedonia","Manufactured products","Utilization of whole milk (1 000 t)",":",""
"2013","Albania","Fresh products","Products obtained (1 000 t)",":",""
"2013","Albania","Fresh products","Fat content (t)",":",""
"2013","Albania","Fresh products","Protein content (t)",":",""
"2013","Albania","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":",""
"2013","Albania","Fresh products","Utilization of whole milk (1 000 t)",":",""
"2013","Albania","Manufactured products","Products obtained (1 000 t)",":",""
"2013","Albania","Manufactured products","Fat content (t)",":",""
"2013","Albania","Manufactured products","Protein content (t)",":",""
"2013","Albania","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)",":",""
"2013","Albania","Manufactured products","Utilization of whole milk (1 000 t)",":",""
"2013","Serbia","Fresh products","Products obtained (1 000 t)",":",""
"2013","Serbia","Fresh products","Fat content (t)",":",""
"2013","Serbia","Fresh products","Protein content (t)",":",""
"2013","Serbia","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":",""
"2013","Serbia","Fresh products","Utilization of whole milk (1 000 t)",":",""
"2013","Serbia","Manufactured products","Products obtained (1 000 t)",":",""
"2013","Serbia","Manufactured products","Fat content (t)",":",""
"2013","Serbia","Manufactured products","Protein content (t)",":",""
"2013","Serbia","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)",":",""
"2013","Serbia","Manufactured products","Utilization of whole milk (1 000 t)",":",""
"2013","Turkey","Fresh products","Products obtained (1 000 t)","2 994.89",""
"2013","Turkey","Fresh products","Fat content (t)",":",""
"2013","Turkey","Fresh products","Protein content (t)",":",""
"2013","Turkey","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":",""
"2013","Turkey","Fresh products","Utilization of whole milk (1 000 t)",":",""
"2013","Turkey","Manufactured products","Products obtained (1 000 t)","1 138.33",""
"2013","Turkey","Manufactured products","Fat content (t)",":",""
"2013","Turkey","Manufactured products","Protein content (t)",":",""
"2013","Turkey","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)",":",""
"2013","Turkey","Manufactured products","Utilization of whole milk (1 000 t)",":",""
"2014","European Union - 27 countries (from 2020)","Fresh products","Products obtained (1 000 t)",":","c"
"2014","European Union - 27 countries (from 2020)","Fresh products","Fat content (t)",":","c"
"2014","European Union - 27 countries (from 2020)","Fresh products","Protein content (t)",":",""
"2014","European Union - 27 countries (from 2020)","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":","c"
"2014","European Union - 27 countries (from 2020)","Fresh products","Utilization of whole milk (1 000 t)",":","c"
"2014","European Union - 27 countries (from 2020)","Manufactured products","Products obtained (1 000 t)",":","c"
"2014","European Union - 27 countries (from 2020)","Manufactured products","Fat content (t)",":","c"
"2014","European Union - 27 countries (from 2020)","Manufactured products","Protein content (t)",":",""
"2014","European Union - 27 countries (from 2020)","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)",":",""
"2014","European Union - 27 countries (from 2020)","Manufactured products","Utilization of whole milk (1 000 t)",":","c"
"2014","European Union - 28 countries (2013-2020)","Fresh products","Products obtained (1 000 t)",":","c"
"2014","European Union - 28 countries (2013-2020)","Fresh products","Fat content (t)",":","c"
"2014","European Union - 28 countries (2013-2020)","Fresh products","Protein content (t)",":",""
"2014","European Union - 28 countries (2013-2020)","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":","c"
"2014","European Union - 28 countries (2013-2020)","Fresh products","Utilization of whole milk (1 000 t)",":","c"
"2014","European Union - 28 countries (2013-2020)","Manufactured products","Products obtained (1 000 t)",":","c"
"2014","European Union - 28 countries (2013-2020)","Manufactured products","Fat content (t)",":","c"
"2014","European Union - 28 countries (2013-2020)","Manufactured products","Protein content (t)",":",""
"2014","European Union - 28 countries (2013-2020)","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)",":",""
"2014","European Union - 28 countries (2013-2020)","Manufactured products","Utilization of whole milk (1 000 t)",":","c"
"2014","Belgium","Fresh products","Products obtained (1 000 t)","1 473.78",""
"2014","Belgium","Fresh products","Fat content (t)","83 883.60",""
"2014","Belgium","Fresh products","Protein content (t)",":",""
"2014","Belgium","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","-661.17",""
"2014","Belgium","Fresh products","Utilization of whole milk (1 000 t)","2 081.48",""
"2014","Belgium","Manufactured products","Products obtained (1 000 t)","1 025.53",""
"2014","Belgium","Manufactured products","Fat content (t)","74 054.29",""
"2014","Belgium","Manufactured products","Protein content (t)",":",""
"2014","Belgium","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","819.96",""
"2014","Belgium","Manufactured products","Utilization of whole milk (1 000 t)","1 811.38",""
"2014","Bulgaria","Fresh products","Products obtained (1 000 t)","202.05",""
"2014","Bulgaria","Fresh products","Fat content (t)","5 428.00",""
"2014","Bulgaria","Fresh products","Protein content (t)",":",""
"2014","Bulgaria","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","41.78",""
"2014","Bulgaria","Fresh products","Utilization of whole milk (1 000 t)","144.80",""
"2014","Bulgaria","Manufactured products","Products obtained (1 000 t)","464.36",""
"2014","Bulgaria","Manufactured products","Fat content (t)","17 058.00",""
"2014","Bulgaria","Manufactured products","Protein content (t)",":",""
"2014","Bulgaria","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","141.95",""
"2014","Bulgaria","Manufactured products","Utilization of whole milk (1 000 t)","454.97",""
"2014","Czechia","Fresh products","Products obtained (1 000 t)","898.41",""
"2014","Czechia","Fresh products","Fat content (t)","30 645.09",""
"2014","Czechia","Fresh products","Protein content (t)",":",""
"2014","Czechia","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","21.94",""
"2014","Czechia","Fresh products","Utilization of whole milk (1 000 t)","876.46",""
"2014","Czechia","Manufactured products","Products obtained (1 000 t)","1 571.80",""
"2014","Czechia","Manufactured products","Fat content (t)","48 581.87",""
"2014","Czechia","Manufactured products","Protein content (t)",":",""
"2014","Czechia","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","-17.36",""
"2014","Czechia","Manufactured products","Utilization of whole milk (1 000 t)","1 254.29",""
"2014","Denmark","Fresh products","Products obtained (1 000 t)","802.00",""
"2014","Denmark","Fresh products","Fat content (t)","25 540.00",""
"2014","Denmark","Fresh products","Protein content (t)",":",""
"2014","Denmark","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","195.20",""
"2014","Denmark","Fresh products","Utilization of whole milk (1 000 t)","606.80",""
"2014","Denmark","Manufactured products","Products obtained (1 000 t)","3 092.30",""
"2014","Denmark","Manufactured products","Fat content (t)","197 656.40",""
"2014","Denmark","Manufactured products","Protein content (t)",":",""
"2014","Denmark","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","-251.70",""
"2014","Denmark","Manufactured products","Utilization of whole milk (1 000 t)","4 694.70",""
"2014","Germany (until 1990 former territory of the FRG)","Fresh products","Products obtained (1 000 t)","8 519.29",""
"2014","Germany (until 1990 former territory of the FRG)","Fresh products","Fat content (t)","413 709.70",""
"2014","Germany (until 1990 former territory of the FRG)","Fresh products","Protein content (t)",":",""
"2014","Germany (until 1990 former territory of the FRG)","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","-1 380.94",""
"2014","Germany (until 1990 former territory of the FRG)","Fresh products","Utilization of whole milk (1 000 t)","9 609.88",""
"2014","Germany (until 1990 former territory of the FRG)","Manufactured products","Products obtained (1 000 t)",":","c"
"2014","Germany (until 1990 former territory of the FRG)","Manufactured products","Fat content (t)","908 667.36",""
"2014","Germany (until 1990 former territory of the FRG)","Manufactured products","Protein content (t)",":",""
"2014","Germany (until 1990 former territory of the FRG)","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","1 245.72",""
"2014","Germany (until 1990 former territory of the FRG)","Manufactured products","Utilization of whole milk (1 000 t)","21 537.51",""
"2014","Estonia","Fresh products","Products obtained (1 000 t)",":","c"
"2014","Estonia","Fresh products","Fat content (t)","10 341.30",""
"2014","Estonia","Fresh products","Protein content (t)",":",""
"2014","Estonia","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","-79.10",""
"2014","Estonia","Fresh products","Utilization of whole milk (1 000 t)","230.40",""
"2014","Estonia","Manufactured products","Products obtained (1 000 t)","91.53",""
"2014","Estonia","Manufactured products","Fat content (t)","11 259.90",""
"2014","Estonia","Manufactured products","Protein content (t)",":",""
"2014","Estonia","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","91.80",""
"2014","Estonia","Manufactured products","Utilization of whole milk (1 000 t)","278.00",""
"2014","Ireland","Fresh products","Products obtained (1 000 t)",":","c"
"2014","Ireland","Fresh products","Fat content (t)","22 703.25",""
"2014","Ireland","Fresh products","Protein content (t)",":",""
"2014","Ireland","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","-98.53",""
"2014","Ireland","Fresh products","Utilization of whole milk (1 000 t)","635.63",""
"2014","Ireland","Manufactured products","Products obtained (1 000 t)",":","c"
"2014","Ireland","Manufactured products","Fat content (t)","250 256.87",""
"2014","Ireland","Manufactured products","Protein content (t)",":",""
"2014","Ireland","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","-1 571.77",""
"2014","Ireland","Manufactured products","Utilization of whole milk (1 000 t)","6 351.68",""
"2014","Greece","Fresh products","Products obtained (1 000 t)","684.70",""
"2014","Greece","Fresh products","Fat content (t)","25 470.00",""
"2014","Greece","Fresh products","Protein content (t)",":",""
"2014","Greece","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","76.70",""
"2014","Greece","Fresh products","Utilization of whole milk (1 000 t)","649.40",""
"2014","Greece","Manufactured products","Products obtained (1 000 t)","198.80",""
"2014","Greece","Manufactured products","Fat content (t)","52 790.00",""
"2014","Greece","Manufactured products","Protein content (t)",":",""
"2014","Greece","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)",":",""
"2014","Greece","Manufactured products","Utilization of whole milk (1 000 t)","959.00",""
"2014","Spain","Fresh products","Products obtained (1 000 t)",":","c"
"2014","Spain","Fresh products","Fat content (t)","122 312.03","p"
"2014","Spain","Fresh products","Protein content (t)",":",""
"2014","Spain","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","1 580.70","p"
"2014","Spain","Fresh products","Utilization of whole milk (1 000 t)","3 257.88","p"
"2014","Spain","Manufactured products","Products obtained (1 000 t)",":","c"
"2014","Spain","Manufactured products","Fat content (t)","154 780.08","p"
"2014","Spain","Manufactured products","Protein content (t)",":",""
"2014","Spain","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","-665.59","p"
"2014","Spain","Manufactured products","Utilization of whole milk (1 000 t)","3 872.65","p"
"2014","France","Fresh products","Products obtained (1 000 t)","6 314.68","p"
"2014","France","Fresh products","Fat content (t)","225 064.58","p"
"2014","France","Fresh products","Protein content (t)",":",""
"2014","France","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","881.02","p"
"2014","France","Fresh products","Utilization of whole milk (1 000 t)","5 384.08","p"
"2014","France","Manufactured products","Products obtained (1 000 t)","7 035.03","p"
"2014","France","Manufactured products","Fat content (t)","804 573.09","p"
"2014","France","Manufactured products","Protein content (t)",":",""
"2014","France","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","924.51","p"
"2014","France","Manufactured products","Utilization of whole milk (1 000 t)","19 926.31","p"
"2014","Croatia","Fresh products","Products obtained (1 000 t)",":","c"
"2014","Croatia","Fresh products","Fat content (t)","15 813.02",""
"2014","Croatia","Fresh products","Protein content (t)",":",""
"2014","Croatia","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","-30.94",""
"2014","Croatia","Fresh products","Utilization of whole milk (1 000 t)","467.68",""
"2014","Croatia","Manufactured products","Products obtained (1 000 t)",":","c"
"2014","Croatia","Manufactured products","Fat content (t)","10 268.58",""
"2014","Croatia","Manufactured products","Protein content (t)",":",""
"2014","Croatia","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","-29.40",""
"2014","Croatia","Manufactured products","Utilization of whole milk (1 000 t)","376.35",""
"2014","Italy","Fresh products","Products obtained (1 000 t)","3 082.12",""
"2014","Italy","Fresh products","Fat content (t)","112 940.42",""
"2014","Italy","Fresh products","Protein content (t)",":",""
"2014","Italy","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","203.77",""
"2014","Italy","Fresh products","Utilization of whole milk (1 000 t)","2 995.76",""
"2014","Italy","Manufactured products","Products obtained (1 000 t)",":","c"
"2014","Italy","Manufactured products","Fat content (t)","390 930.58",""
"2014","Italy","Manufactured products","Protein content (t)",":",""
"2014","Italy","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","-1 435.31",""
"2014","Italy","Manufactured products","Utilization of whole milk (1 000 t)","11 017.81",""
