Name,Type,code,food,Amount per day
Oud Scheveningen,Buurt,BU05180701,"1102. Chocolate,candy,paste,confetti",35286.6
Vissershaven,Buurt,BU05180702,"1102. Chocolate,candy,paste,confetti",43379.3
Scheveningen Badplaats,Buurt,BU05180703,"1102. Chocolate,candy,paste,confetti",65433.1
Visserijbuurt,Buurt,BU05180704,"1102. Chocolate,candy,paste,confetti",46775.8
Rijslag,Buurt,BU05180772,"1102. Chocolate,candy,paste,confetti",19364
Wijk 08 Duindorp,Wijk,WK051808,"1102. Chocolate,candy,paste,confetti",70948.7
Duindorp,Buurt,BU05180800,"1102. Chocolate,candy,paste,confetti",70948.7
Wijk 09 Geuzen- en Statenkwartier,Wijk,WK051809,"1102. Chocolate,candy,paste,confetti",177629.6
Statenkwartier,Buurt,BU05180907,"1102. Chocolate,candy,paste,confetti",122683.2
Geuzenkwartier,Buurt,BU05180908,"1102. Chocolate,candy,paste,confetti",54855
Wijk 10 Zorgvliet,Wijk,WK051810,"1102. Chocolate,candy,paste,confetti",5841.1
Zorgvliet,Buurt,BU05181041,"1102. Chocolate,candy,paste,confetti",5841.1
Wijk 11 Duinoord,Wijk,WK051811,"1102. Chocolate,candy,paste,confetti",99512.7
Stadhoudersplantsoen,Buurt,BU05181142,"1102. Chocolate,candy,paste,confetti",24780.3
Sweelinckplein en omgeving,Buurt,BU05181143,"1102. Chocolate,candy,paste,confetti",74696.4
Wijk 12 Bomen- en Bloemenbuurt,Wijk,WK051812,"1102. Chocolate,candy,paste,confetti",181491.8
Bloemenbuurt-West,Buurt,BU05181250,"1102. Chocolate,candy,paste,confetti",28899
Bloemenbuurt-Oost,Buurt,BU05181251,"1102. Chocolate,candy,paste,confetti",79847.9
Bomenbuurt,Buurt,BU05181252,"1102. Chocolate,candy,paste,confetti",72537.4
Wijk 13 Vogelwijk,Wijk,WK051813,"1102. Chocolate,candy,paste,confetti",70422.5
Vogelwijk,Buurt,BU05181309,"1102. Chocolate,candy,paste,confetti",70422.5
Wijk 14 Bohemen en Meer en Bos,Wijk,WK051814,"1102. Chocolate,candy,paste,confetti",58954.9
Bosjes van Pex,Buurt,BU05181481,"1102. Chocolate,candy,paste,confetti",4931.6
Bohemen en Meer en Bos,Buurt,BU05181492,"1102. Chocolate,candy,paste,confetti",53941.9
Wijk 15 Kijkduin en Ockenburgh,Wijk,WK051815,"1102. Chocolate,candy,paste,confetti",28309.5
Ockenburgh,Buurt,BU05181590,"1102. Chocolate,candy,paste,confetti",9775.3
Kijkduin,Buurt,BU05181591,"1102. Chocolate,candy,paste,confetti",18390.9
Wijk 16 Kraayenstein en de Uithof,Wijk,WK051816,"1102. Chocolate,candy,paste,confetti",73115.9
Kraayenstein,Buurt,BU05181697,"1102. Chocolate,candy,paste,confetti",73115.9
Wijk 17 Loosduinen,Wijk,WK051817,"1102. Chocolate,candy,paste,confetti",213360.3
Kerketuinen en Zichtenburg,Buurt,BU05181785,"1102. Chocolate,candy,paste,confetti",585.4
Houtwijk,Buurt,BU05181786,"1102. Chocolate,candy,paste,confetti",154844.9
Kom Loosduinen,Buurt,BU05181795,"1102. Chocolate,candy,paste,confetti",57741.5
Wijk 18 Waldeck,Wijk,WK051818,"1102. Chocolate,candy,paste,confetti",201072.4
Waldeck-Zuid,Buurt,BU05181806,"1102. Chocolate,candy,paste,confetti",23786.5
Nieuw Waldeck,Buurt,BU05181840,"1102. Chocolate,candy,paste,confetti",87246.8
Rosenburg,Buurt,BU05181882,"1102. Chocolate,candy,paste,confetti",33510.2
Componistenbuurt,Buurt,BU05181893,"1102. Chocolate,candy,paste,confetti",21117.8
Waldeck-Noord,Buurt,BU05181894,"1102. Chocolate,candy,paste,confetti",34936.1
Wijk 19 Vruchtenbuurt,Wijk,WK051819,"1102. Chocolate,candy,paste,confetti",123659.4
Vruchtenbuurt,Buurt,BU05181953,"1102. Chocolate,candy,paste,confetti",90739.4
Eykenduinen,Buurt,BU05181983,"1102. Chocolate,candy,paste,confetti",32781.7
Wijk 20 Valkenboskwartier,Wijk,WK051820,"1102. Chocolate,candy,paste,confetti",223682.7
Heesterbuurt,Buurt,BU05182054,"1102. Chocolate,candy,paste,confetti",83562.8
Valkenboskwartier,Buurt,BU05182055,"1102. Chocolate,candy,paste,confetti",140119.9
Wijk 21 Regentessekwartier,Wijk,WK051821,"1102. Chocolate,candy,paste,confetti",167452.3
Rond de Energiecentrale,Buurt,BU05182110,"1102. Chocolate,candy,paste,confetti",73676.9
Koningsplein en omgeving,Buurt,BU05182144,"1102. Chocolate,candy,paste,confetti",93701.8
Wijk 22 Zeeheldenkwartier,Wijk,WK051822,"1102. Chocolate,candy,paste,confetti",146941.8
Zeeheldenkwartier,Buurt,BU05182245,"1102. Chocolate,candy,paste,confetti",146941.8
Wijk 23 Willemspark,Wijk,WK051823,"1102. Chocolate,candy,paste,confetti",18633.8
Willemspark,Buurt,BU05182347,"1102. Chocolate,candy,paste,confetti",18633.8
Wijk 24 Haagse Bos,Wijk,WK051824,"1102. Chocolate,candy,paste,confetti",4726
Haagse Bos,Buurt,BU05182449,"1102. Chocolate,candy,paste,confetti",4726
Wijk 25 Mariahoeve en Marlot,Wijk,WK051825,"1102. Chocolate,candy,paste,confetti",176427
Landen,Buurt,BU05182561,"1102. Chocolate,candy,paste,confetti",62207.1
Kampen,Buurt,BU05182567,"1102. Chocolate,candy,paste,confetti",29352
Marlot,Buurt,BU05182568,"1102. Chocolate,candy,paste,confetti",9967.5
Burgen en Horsten,Buurt,BU05182569,"1102. Chocolate,candy,paste,confetti",74499.5
Wijk 26 Bezuidenhout,Wijk,WK051826,"1102. Chocolate,candy,paste,confetti",208553.8
Bezuidenhout-West,Buurt,BU05182664,"1102. Chocolate,candy,paste,confetti",44875
Bezuidenhout-Midden,Buurt,BU05182665,"1102. Chocolate,candy,paste,confetti",53638.9
Bezuidenhout-Oost,Buurt,BU05182666,"1102. Chocolate,candy,paste,confetti",109772.8
Wijk 27 Stationsbuurt,Wijk,WK051827,"1102. Chocolate,candy,paste,confetti",152854.2
Huygenspark,Buurt,BU05182718,"1102. Chocolate,candy,paste,confetti",97212
Rivierenbuurt-Zuid,Buurt,BU05182762,"1102. Chocolate,candy,paste,confetti",10153.3
Rivierenbuurt-Noord,Buurt,BU05182763,"1102. Chocolate,candy,paste,confetti",45268.4
Wijk 28 Centrum,Wijk,WK051828,"1102. Chocolate,candy,paste,confetti",238915.4
Kortenbos,Buurt,BU05182811,"1102. Chocolate,candy,paste,confetti",88383.2
Voorhout,Buurt,BU05182812,"1102. Chocolate,candy,paste,confetti",28201.5
Uilebomen,Buurt,BU05182813,"1102. Chocolate,candy,paste,confetti",38735.3
Zuidwal,Buurt,BU05182814,"1102. Chocolate,candy,paste,confetti",83216
Wijk 29 Schildersbuurt,Wijk,WK051829,"1102. Chocolate,candy,paste,confetti",362328.8
Schildersbuurt-West,Buurt,BU05182915,"1102. Chocolate,candy,paste,confetti",163189
Schildersbuurt-Noord,Buurt,BU05182916,"1102. Chocolate,candy,paste,confetti",115207.3
Schildersbuurt-Oost,Buurt,BU05182917,"1102. Chocolate,candy,paste,confetti",83777.1
Wijk 30 Transvaalkwartier,Wijk,WK051830,"1102. Chocolate,candy,paste,confetti",191379.5
Transvaalkwartier-Noord,Buurt,BU05183032,"1102. Chocolate,candy,paste,confetti",45761.6
Transvaalkwartier-Midden,Buurt,BU05183033,"1102. Chocolate,candy,paste,confetti",59439.8
Transvaalkwartier-Zuid,Buurt,BU05183034,"1102. Chocolate,candy,paste,confetti",85925.4
Wijk 31 Rustenburg en Oostbroek,Wijk,WK051831,"1102. Chocolate,candy,paste,confetti",222925.3
Rustenburg,Buurt,BU05183130,"1102. Chocolate,candy,paste,confetti",72295.9
Oostbroek-Noord,Buurt,BU05183131,"1102. Chocolate,candy,paste,confetti",53550.2
Oostbroek-Zuid,Buurt,BU05183135,"1102. Chocolate,candy,paste,confetti",96888.7
Wijk 32 Leyenburg,Wijk,WK051832,"1102. Chocolate,candy,paste,confetti",177314
Leyenburg,Buurt,BU05183284,"1102. Chocolate,candy,paste,confetti",177314
Wijk 33 Bouwlust en Vrederust,Wijk,WK051833,"1102. Chocolate,candy,paste,confetti",337254.2
"Venen, Oorden en Raden",Buurt,BU05183387,"1102. Chocolate,candy,paste,confetti",101731.3
"Zijden, Steden en Zichten",Buurt,BU05183396,"1102. Chocolate,candy,paste,confetti",92518.5
Dreven en Gaarden,Buurt,BU05183398,"1102. Chocolate,candy,paste,confetti",127387.7
De Uithof,Buurt,BU05183399,"1102. Chocolate,candy,paste,confetti",15229.1
Wijk 34 Morgenstond,Wijk,WK051834,"1102. Chocolate,candy,paste,confetti",224518.6
Morgenstond-Zuid,Buurt,BU05183480,"1102. Chocolate,candy,paste,confetti",70473.5
Morgenstond-West,Buurt,BU05183488,"1102. Chocolate,candy,paste,confetti",88067.3
Morgenstond-Oost,Buurt,BU05183489,"1102. Chocolate,candy,paste,confetti",65678.8
Wijk 35 Zuiderpark,Wijk,WK051835,"1102. Chocolate,candy,paste,confetti",1599.1
Zuiderpark,Buurt,BU05183536,"1102. Chocolate,candy,paste,confetti",1599.1
Wijk 36 Moerwijk,Wijk,WK051836,"1102. Chocolate,candy,paste,confetti",251927.6
Moerwijk-Oost,Buurt,BU05183620,"1102. Chocolate,candy,paste,confetti",38918.3
Moerwijk-West,Buurt,BU05183637,"1102. Chocolate,candy,paste,confetti",74171.4
Moerwijk-Noord,Buurt,BU05183638,"1102. Chocolate,candy,paste,confetti",82917.3
Moerwijk-Zuid,Buurt,BU05183639,"1102. Chocolate,candy,paste,confetti",55587.3
Wijk 37 Groente- en Fruitmarkt,Wijk,WK051837,"1102. Chocolate,candy,paste,confetti",63728.2
Groente- en Fruitmarkt,Buurt,BU05183721,"1102. Chocolate,candy,paste,confetti",63728.2
Wijk 38 Laakkwartier en Spoorwijk,Wijk,WK051838,"1102. Chocolate,candy,paste,confetti",497843
Laakhaven-Oost,Buurt,BU05183819,"1102. Chocolate,candy,paste,confetti",47761.6
Laakhaven-West,Buurt,BU05183822,"1102. Chocolate,candy,paste,confetti",65779.1
Spoorwijk,Buurt,BU05183823,"1102. Chocolate,candy,paste,confetti",52629.6
Laakkwartier-West,Buurt,BU05183824,"1102. Chocolate,candy,paste,confetti",96859.1
Laakkwartier-Oost,Buurt,BU05183825,"1102. Chocolate,candy,paste,confetti",133838.3
Noordpolderbuurt,Buurt,BU05183826,"1102. Chocolate,candy,paste,confetti",100317.3
Wijk 39 Binckhorst,Wijk,WK051839,"1102. Chocolate,candy,paste,confetti",19667.5
Binckhorst,Buurt,BU05183960,"1102. Chocolate,candy,paste,confetti",19667.5
Wijk 40 Wateringse Veld,Wijk,WK051840,"1102. Chocolate,candy,paste,confetti",276656.1
Erasmus Veld,Buurt,BU05184001,"1102. Chocolate,candy,paste,confetti",25804.1
Hoge Veld,Buurt,BU05184002,"1102. Chocolate,candy,paste,confetti",111509.9
Parkbuurt oosteinde,Buurt,BU05184003,"1102. Chocolate,candy,paste,confetti",43038.7
Lage Veld,Buurt,BU05184004,"1102. Chocolate,candy,paste,confetti",52512.4
Zonne Veld,Buurt,BU05184005,"1102. Chocolate,candy,paste,confetti",43153.6
Wijk 41 Hoornwijk,Wijk,WK051841,"1102. Chocolate,candy,paste,confetti",3459.2
Vlietzoom-West,Buurt,BU05184106,"1102. Chocolate,candy,paste,confetti",1919.9
De Reef,Buurt,BU05184110,"1102. Chocolate,candy,paste,confetti",1411.2
Wijk 42 Ypenburg,Wijk,WK051842,"1102. Chocolate,candy,paste,confetti",342650
Bosweide,Buurt,BU05184208,"1102. Chocolate,candy,paste,confetti",25766.4
De Venen,Buurt,BU05184211,"1102. Chocolate,candy,paste,confetti",22175.4
Morgenweide,Buurt,BU05184212,"1102. Chocolate,candy,paste,confetti",89561.4
Singels,Buurt,BU05184213,"1102. Chocolate,candy,paste,confetti",69384.8
Waterbuurt,Buurt,BU05184214,"1102. Chocolate,candy,paste,confetti",59844.4
De Bras,Buurt,BU05184215,"1102. Chocolate,candy,paste,confetti",75219.9
Wijk 43 Forepark,Wijk,WK051843,"1102. Chocolate,candy,paste,confetti",1319.9
Vlietzoom-Oost,Buurt,BU05184316,"1102. Chocolate,candy,paste,confetti",1062.6
De Rivieren,Buurt,BU05184317,"1102. Chocolate,candy,paste,confetti",171.3
Wijk 44 Leidschenveen,Wijk,WK051844,"1102. Chocolate,candy,paste,confetti",265446.8
De Lanen,Buurt,BU05184418,"1102. Chocolate,candy,paste,confetti",68807.9
De Velden,Buurt,BU05184419,"1102. Chocolate,candy,paste,confetti",53115.6
De Vissen,Buurt,BU05184420,"1102. Chocolate,candy,paste,confetti",106688.5
Rietbuurt,Buurt,BU05184421,"1102. Chocolate,candy,paste,confetti",36454.6
Wijk 02 Belgisch Park,Wijk,WK051802,110200. Unclassified and other types,25884.4
Belgisch Park,Buurt,BU05180271,110200. Unclassified and other types,25884.4
Wijk 03 Westbroekpark en Duttendel,Wijk,WK051803,110200. Unclassified and other types,5777.3
Westbroekpark,Buurt,BU05180373,110200. Unclassified and other types,2555.5
Duttendel,Buurt,BU05180374,110200. Unclassified and other types,3186.7
Wijk 04 Benoordenhout,Wijk,WK051804,110200. Unclassified and other types,41604.2
Nassaubuurt,Buurt,BU05180448,110200. Unclassified and other types,4956.9
Uilennest,Buurt,BU05180475,110200. Unclassified and other types,6139.4
Duinzigt,Buurt,BU05180476,110200. Unclassified and other types,6964
Waalsdorp,Buurt,BU05180477,110200. Unclassified and other types,11981.6
Arendsdorp,Buurt,BU05180478,110200. Unclassified and other types,4011.8
Van Hoytemastraat en omgeving,Buurt,BU05180479,110200. Unclassified and other types,7401.4
Wijk 05 Archipelbuurt,Wijk,WK051805,110200. Unclassified and other types,18102
Archipelbuurt,Buurt,BU05180546,110200. Unclassified and other types,18102
Wijk 06 Van Stolkpark en Scheveningse Bo,Wijk,WK051806,110200. Unclassified and other types,2210
Van Stolkpark en Scheveningse Bosjes,Buurt,BU05180605,110200. Unclassified and other types,2210
Wijk 07 Scheveningen,Wijk,WK051807,110200. Unclassified and other types,54324.2
Oud Scheveningen,Buurt,BU05180701,110200. Unclassified and other types,9076.7
Vissershaven,Buurt,BU05180702,110200. Unclassified and other types,11206.2
Scheveningen Badplaats,Buurt,BU05180703,110200. Unclassified and other types,16864.7
Visserijbuurt,Buurt,BU05180704,110200. Unclassified and other types,12060.6
Rijslag,Buurt,BU05180772,110200. Unclassified and other types,4982.4
Wijk 08 Duindorp,Wijk,WK051808,110200. Unclassified and other types,19557
Duindorp,Buurt,BU05180800,110200. Unclassified and other types,19557
Wijk 09 Geuzen- en Statenkwartier,Wijk,WK051809,110200. Unclassified and other types,43229.5
Statenkwartier,Buurt,BU05180907,110200. Unclassified and other types,29919
Geuzenkwartier,Buurt,BU05180908,110200. Unclassified and other types,13282.5
Wijk 10 Zorgvliet,Wijk,WK051810,110200. Unclassified and other types,1524.6
Zorgvliet,Buurt,BU05181041,110200. Unclassified and other types,1524.6
Wijk 11 Duinoord,Wijk,WK051811,110200. Unclassified and other types,23317.5
Stadhoudersplantsoen,Buurt,BU05181142,110200. Unclassified and other types,5782.5
Sweelinckplein en omgeving,Buurt,BU05181143,110200. Unclassified and other types,17527.6
Wijk 12 Bomen- en Bloemenbuurt,Wijk,WK051812,110200. Unclassified and other types,45472.2
Bloemenbuurt-West,Buurt,BU05181250,110200. Unclassified and other types,7240.2
Bloemenbuurt-Oost,Buurt,BU05181251,110200. Unclassified and other types,20006.1
Bomenbuurt,Buurt,BU05181252,110200. Unclassified and other types,18171.5
Wijk 13 Vogelwijk,Wijk,WK051813,110200. Unclassified and other types,17231.6
Vogelwijk,Buurt,BU05181309,110200. Unclassified and other types,17231.6
Wijk 14 Bohemen en Meer en Bos,Wijk,WK051814,110200. Unclassified and other types,14403.7
Bosjes van Pex,Buurt,BU05181481,110200. Unclassified and other types,1214.2
Bohemen en Meer en Bos,Buurt,BU05181492,110200. Unclassified and other types,13166.4
Wijk 15 Kijkduin en Ockenburgh,Wijk,WK051815,110200. Unclassified and other types,7061
Ockenburgh,Buurt,BU05181590,110200. Unclassified and other types,2461.5
Kijkduin,Buurt,BU05181591,110200. Unclassified and other types,4564.8
Wijk 16 Kraayenstein en de Uithof,Wijk,WK051816,110200. Unclassified and other types,18848
Kraayenstein,Buurt,BU05181697,110200. Unclassified and other types,18848
Wijk 17 Loosduinen,Wijk,WK051817,110200. Unclassified and other types,56652.3
Kerketuinen en Zichtenburg,Buurt,BU05181785,110200. Unclassified and other types,154.7
Houtwijk,Buurt,BU05181786,110200. Unclassified and other types,41240.5
Kom Loosduinen,Buurt,BU05181795,110200. Unclassified and other types,15208.8
Wijk 18 Waldeck,Wijk,WK051818,110200. Unclassified and other types,52655.6
Waldeck-Zuid,Buurt,BU05181806,110200. Unclassified and other types,6226.4
Nieuw Waldeck,Buurt,BU05181840,110200. Unclassified and other types,23058.4
Rosenburg,Buurt,BU05181882,110200. Unclassified and other types,8732.7
Componistenbuurt,Buurt,BU05181893,110200. Unclassified and other types,5513.3
Waldeck-Noord,Buurt,BU05181894,110200. Unclassified and other types,9001.8
Wijk 19 Vruchtenbuurt,Wijk,WK051819,110200. Unclassified and other types,30917.7
Vruchtenbuurt,Buurt,BU05181953,110200. Unclassified and other types,22723.9
Eykenduinen,Buurt,BU05181983,110200. Unclassified and other types,8156.4
Wijk 20 Valkenboskwartier,Wijk,WK051820,110200. Unclassified and other types,57577
Heesterbuurt,Buurt,BU05182054,110200. Unclassified and other types,21530.5
Valkenboskwartier,Buurt,BU05182055,110200. Unclassified and other types,36046.5
Wijk 21 Regentessekwartier,Wijk,WK051821,110200. Unclassified and other types,41606
Rond de Energiecentrale,Buurt,BU05182110,110200. Unclassified and other types,18297.8
Koningsplein en omgeving,Buurt,BU05182144,110200. Unclassified and other types,23287.6
Wijk 22 Zeeheldenkwartier,Wijk,WK051822,110200. Unclassified and other types,36213.9
Zeeheldenkwartier,Buurt,BU05182245,110200. Unclassified and other types,36213.9
Wijk 23 Willemspark,Wijk,WK051823,110200. Unclassified and other types,4425.6
Willemspark,Buurt,BU05182347,110200. Unclassified and other types,4425.6
Wijk 24 Haagse Bos,Wijk,WK051824,110200. Unclassified and other types,1211.1
Haagse Bos,Buurt,BU05182449,110200. Unclassified and other types,1211.1
Wijk 25 Mariahoeve en Marlot,Wijk,WK051825,110200. Unclassified and other types,46088.3
Landen,Buurt,BU05182561,110200. Unclassified and other types,16285.7
Kampen,Buurt,BU05182567,110200. Unclassified and other types,7662.9
Marlot,Buurt,BU05182568,110200. Unclassified and other types,2640.6
Burgen en Horsten,Buurt,BU05182569,110200. Unclassified and other types,19397.4
Wijk 26 Bezuidenhout,Wijk,WK051826,110200. Unclassified and other types,51143.2
Bezuidenhout-West,Buurt,BU05182664,110200. Unclassified and other types,11096.3
Bezuidenhout-Midden,Buurt,BU05182665,110200. Unclassified and other types,13227
Bezuidenhout-Oost,Buurt,BU05182666,110200. Unclassified and other types,26752.7
Wijk 27 Stationsbuurt,Wijk,WK051827,110200. Unclassified and other types,39948.6
Huygenspark,Buurt,BU05182718,110200. Unclassified and other types,25436.2
Rivierenbuurt-Zuid,Buurt,BU05182762,110200. Unclassified and other types,2627.8
Rivierenbuurt-Noord,Buurt,BU05182763,110200. Unclassified and other types,11821.6
Wijk 28 Centrum,Wijk,WK051828,110200. Unclassified and other types,60040.7
Kortenbos,Buurt,BU05182811,110200. Unclassified and other types,22256
Voorhout,Buurt,BU05182812,110200. Unclassified and other types,7043.5
Uilebomen,Buurt,BU05182813,110200. Unclassified and other types,9753.7
Zuidwal,Buurt,BU05182814,110200. Unclassified and other types,20883.2
Wijk 29 Schildersbuurt,Wijk,WK051829,110200. Unclassified and other types,104823.7
Schildersbuurt-West,Buurt,BU05182915,110200. Unclassified and other types,47220.6
Schildersbuurt-Noord,Buurt,BU05182916,110200. Unclassified and other types,33307.3
Schildersbuurt-Oost,Buurt,BU05182917,110200. Unclassified and other types,24255.5
Wijk 30 Transvaalkwartier,Wijk,WK051830,110200. Unclassified and other types,55548.5
Transvaalkwartier-Noord,Buurt,BU05183032,110200. Unclassified and other types,13205.7
Transvaalkwartier-Midden,Buurt,BU05183033,110200. Unclassified and other types,17284.5
Transvaalkwartier-Zuid,Buurt,BU05183034,110200. Unclassified and other types,24987.6
Wijk 31 Rustenburg en Oostbroek,Wijk,WK051831,110200. Unclassified and other types,61896.4
Rustenburg,Buurt,BU05183130,110200. Unclassified and other types,20029.3
Oostbroek-Noord,Buurt,BU05183131,110200. Unclassified and other types,14856.7
Oostbroek-Zuid,Buurt,BU05183135,110200. Unclassified and other types,26961.9
Wijk 32 Leyenburg,Wijk,WK051832,110200. Unclassified and other types,47525.7
Leyenburg,Buurt,BU05183284,110200. Unclassified and other types,47525.7
Wijk 33 Bouwlust en Vrederust,Wijk,WK051833,110200. Unclassified and other types,95485.8
"Venen, Oorden en Raden",Buurt,BU05183387,110200. Unclassified and other types,28869.3
"Zijden, Steden en Zichten",Buurt,BU05183396,110200. Unclassified and other types,26216
Dreven en Gaarden,Buurt,BU05183398,110200. Unclassified and other types,36068.1
De Uithof,Buurt,BU05183399,110200. Unclassified and other types,4226.7
Wijk 34 Morgenstond,Wijk,WK051834,110200. Unclassified and other types,62348.5
Morgenstond-Zuid,Buurt,BU05183480,110200. Unclassified and other types,19582
Morgenstond-West,Buurt,BU05183488,110200. Unclassified and other types,24467.9
Morgenstond-Oost,Buurt,BU05183489,110200. Unclassified and other types,18217.5
Wijk 35 Zuiderpark,Wijk,WK051835,110200. Unclassified and other types,403.8
Zuiderpark,Buurt,BU05183536,110200. Unclassified and other types,403.8
Wijk 36 Moerwijk,Wijk,WK051836,110200. Unclassified and other types,71343.7
Moerwijk-Oost,Buurt,BU05183620,110200. Unclassified and other types,11022.1
Moerwijk-West,Buurt,BU05183637,110200. Unclassified and other types,20976.5
Moerwijk-Noord,Buurt,BU05183638,110200. Unclassified and other types,23449.5
Moerwijk-Zuid,Buurt,BU05183639,110200. Unclassified and other types,15802.4
Wijk 37 Groente- en Fruitmarkt,Wijk,WK051837,110200. Unclassified and other types,18265
Groente- en Fruitmarkt,Buurt,BU05183721,110200. Unclassified and other types,18265
Wijk 38 Laakkwartier en Spoorwijk,Wijk,WK051838,110200. Unclassified and other types,138584
Laakhaven-Oost,Buurt,BU05183819,110200. Unclassified and other types,13240.8
Laakhaven-West,Buurt,BU05183822,110200. Unclassified and other types,18304.4
Spoorwijk,Buurt,BU05183823,110200. Unclassified and other types,14708.6
Laakkwartier-West,Buurt,BU05183824,110200. Unclassified and other types,26979.2
Laakkwartier-Oost,Buurt,BU05183825,110200. Unclassified and other types,37209.1
Noordpolderbuurt,Buurt,BU05183826,110200. Unclassified and other types,27963.8
Wijk 39 Binckhorst,Wijk,WK051839,110200. Unclassified and other types,5813.4
Binckhorst,Buurt,BU05183960,110200. Unclassified and other types,5813.4
Wijk 40 Wateringse Veld,Wijk,WK051840,110200. Unclassified and other types,73634.6
Erasmus Veld,Buurt,BU05184001,110200. Unclassified and other types,6777
Hoge Veld,Buurt,BU05184002,110200. Unclassified and other types,29902.4
Parkbuurt oosteinde,Buurt,BU05184003,110200. Unclassified and other types,11415.5
Lage Veld,Buurt,BU05184004,110200. Unclassified and other types,13875.6
Zonne Veld,Buurt,BU05184005,110200. Unclassified and other types,11492.6
Wijk 41 Hoornwijk,Wijk,WK051841,110200. Unclassified and other types,919
Vlietzoom-West,Buurt,BU05184106,110200. Unclassified and other types,505.5
De Reef,Buurt,BU05184110,110200. Unclassified and other types,378
Wijk 42 Ypenburg,Wijk,WK051842,110200. Unclassified and other types,90814
Bosweide,Buurt,BU05184208,110200. Unclassified and other types,6829.6
De Venen,Buurt,BU05184211,110200. Unclassified and other types,5885.5
Morgenweide,Buurt,BU05184212,110200. Unclassified and other types,23711.1
Singels,Buurt,BU05184213,110200. Unclassified and other types,18297.4
Waterbuurt,Buurt,BU05184214,110200. Unclassified and other types,15836.5
De Bras,Buurt,BU05184215,110200. Unclassified and other types,20064.8
Wijk 43 Forepark,Wijk,WK051843,110200. Unclassified and other types,342.8
Vlietzoom-Oost,Buurt,BU05184316,110200. Unclassified and other types,273.5
De Rivieren,Buurt,BU05184317,110200. Unclassified and other types,44.2
Wijk 44 Leidschenveen,Wijk,WK051844,110200. Unclassified and other types,69766.9
De Lanen,Buurt,BU05184418,110200. Unclassified and other types,18221.1
De Velden,Buurt,BU05184419,110200. Unclassified and other types,13889.4
De Vissen,Buurt,BU05184420,110200. Unclassified and other types,27864.8
Rietbuurt,Buurt,BU05184421,110200. Unclassified and other types,9689.1
Wijk 02 Belgisch Park,Wijk,WK051802,110201. Chocolate tablet,28065.5
Belgisch Park,Buurt,BU05180271,110201. Chocolate tablet,28065.5
Wijk 03 Westbroekpark en Duttendel,Wijk,WK051803,110201. Chocolate tablet,7067.1
Westbroekpark,Buurt,BU05180373,110201. Chocolate tablet,3181.3
Duttendel,Buurt,BU05180374,110201. Chocolate tablet,3857.2
Wijk 04 Benoordenhout,Wijk,WK051804,110201. Chocolate tablet,49350.7
Nassaubuurt,Buurt,BU05180448,110201. Chocolate tablet,5793.2
Uilennest,Buurt,BU05180475,110201. Chocolate tablet,7646.7
Duinzigt,Buurt,BU05180476,110201. Chocolate tablet,9217.5
Waalsdorp,Buurt,BU05180477,110201. Chocolate tablet,13520.1
Arendsdorp,Buurt,BU05180478,110201. Chocolate tablet,4653
Van Hoytemastraat en omgeving,Buurt,BU05180479,110201. Chocolate tablet,8371.8
Wijk 05 Archipelbuurt,Wijk,WK051805,110201. Chocolate tablet,21963.2
Archipelbuurt,Buurt,BU05180546,110201. Chocolate tablet,21963.2
Wijk 06 Van Stolkpark en Scheveningse Bo,Wijk,WK051806,110201. Chocolate tablet,2788.4
Van Stolkpark en Scheveningse Bosjes,Buurt,BU05180605,110201. Chocolate tablet,2788.4
Wijk 07 Scheveningen,Wijk,WK051807,110201. Chocolate tablet,56794.7
Oud Scheveningen,Buurt,BU05180701,110201. Chocolate tablet,9587.1
Vissershaven,Buurt,BU05180702,110201. Chocolate tablet,11591.4
Scheveningen Badplaats,Buurt,BU05180703,110201. Chocolate tablet,17640
Visserijbuurt,Buurt,BU05180704,110201. Chocolate tablet,12605.1
Rijslag,Buurt,BU05180772,110201. Chocolate tablet,5262.7
Wijk 08 Duindorp,Wijk,WK051808,110201. Chocolate tablet,17548.5
Duindorp,Buurt,BU05180800,110201. Chocolate tablet,17548.5
Wijk 09 Geuzen- en Statenkwartier,Wijk,WK051809,110201. Chocolate tablet,49196.8
Statenkwartier,Buurt,BU05180907,110201. Chocolate tablet,33741.3
Geuzenkwartier,Buurt,BU05180908,110201. Chocolate tablet,15447.8
Wijk 10 Zorgvliet,Wijk,WK051810,110201. Chocolate tablet,1579.7
Zorgvliet,Buurt,BU05181041,110201. Chocolate tablet,1579.7
Wijk 11 Duinoord,Wijk,WK051811,110201. Chocolate tablet,28460.7
Stadhoudersplantsoen,Buurt,BU05181142,110201. Chocolate tablet,7208.5
Sweelinckplein en omgeving,Buurt,BU05181143,110201. Chocolate tablet,21235.6
Wijk 12 Bomen- en Bloemenbuurt,Wijk,WK051812,110201. Chocolate tablet,50013.1
Bloemenbuurt-West,Buurt,BU05181250,110201. Chocolate tablet,7960
Bloemenbuurt-Oost,Buurt,BU05181251,110201. Chocolate tablet,22018.5
Bomenbuurt,Buurt,BU05181252,110201. Chocolate tablet,19987.7
Wijk 13 Vogelwijk,Wijk,WK051813,110201. Chocolate tablet,18973.2
Vogelwijk,Buurt,BU05181309,110201. Chocolate tablet,18973.2
Wijk 14 Bohemen en Meer en Bos,Wijk,WK051814,110201. Chocolate tablet,17302.3
