Name,Type,code,food,Amount per day
Bosjes van Pex,Buurt,BU05181481,110201. Chocolate tablet,1389.8
Bohemen en Meer en Bos,Buurt,BU05181492,110201. Chocolate tablet,15889.3
Wijk 15 Kijkduin en Ockenburgh,Wijk,WK051815,110201. Chocolate tablet,7949.7
Ockenburgh,Buurt,BU05181590,110201. Chocolate tablet,2633.6
Kijkduin,Buurt,BU05181591,110201. Chocolate tablet,5262.5
Wijk 16 Kraayenstein en de Uithof,Wijk,WK051816,110201. Chocolate tablet,19399.8
Kraayenstein,Buurt,BU05181697,110201. Chocolate tablet,19399.8
Wijk 17 Loosduinen,Wijk,WK051817,110201. Chocolate tablet,55961.2
Kerketuinen en Zichtenburg,Buurt,BU05181785,110201. Chocolate tablet,160.9
Houtwijk,Buurt,BU05181786,110201. Chocolate tablet,40068.4
Kom Loosduinen,Buurt,BU05181795,110201. Chocolate tablet,15682.5
Wijk 18 Waldeck,Wijk,WK051818,110201. Chocolate tablet,54696.3
Waldeck-Zuid,Buurt,BU05181806,110201. Chocolate tablet,6473.7
Nieuw Waldeck,Buurt,BU05181840,110201. Chocolate tablet,22776.6
Rosenburg,Buurt,BU05181882,110201. Chocolate tablet,9322.1
Componistenbuurt,Buurt,BU05181893,110201. Chocolate tablet,5825.2
Waldeck-Noord,Buurt,BU05181894,110201. Chocolate tablet,10169.3
Wijk 19 Vruchtenbuurt,Wijk,WK051819,110201. Chocolate tablet,33584.2
Vruchtenbuurt,Buurt,BU05181953,110201. Chocolate tablet,24478.9
Eykenduinen,Buurt,BU05181983,110201. Chocolate tablet,9074.8
Wijk 20 Valkenboskwartier,Wijk,WK051820,110201. Chocolate tablet,59793.6
Heesterbuurt,Buurt,BU05182054,110201. Chocolate tablet,22262.8
Valkenboskwartier,Buurt,BU05182055,110201. Chocolate tablet,37530.8
Wijk 21 Regentessekwartier,Wijk,WK051821,110201. Chocolate tablet,46264.4
Rond de Energiecentrale,Buurt,BU05182110,110201. Chocolate tablet,20364.9
Koningsplein en omgeving,Buurt,BU05182144,110201. Chocolate tablet,25887.6
Wijk 22 Zeeheldenkwartier,Wijk,WK051822,110201. Chocolate tablet,41057.2
Zeeheldenkwartier,Buurt,BU05182245,110201. Chocolate tablet,41057.2
Wijk 23 Willemspark,Wijk,WK051823,110201. Chocolate tablet,5431.3
Willemspark,Buurt,BU05182347,110201. Chocolate tablet,5431.3
Wijk 24 Haagse Bos,Wijk,WK051824,110201. Chocolate tablet,1368
Haagse Bos,Buurt,BU05182449,110201. Chocolate tablet,1368
Wijk 25 Mariahoeve en Marlot,Wijk,WK051825,110201. Chocolate tablet,47088.6
Landen,Buurt,BU05182561,110201. Chocolate tablet,16452.3
Kampen,Buurt,BU05182567,110201. Chocolate tablet,7849.1
Marlot,Buurt,BU05182568,110201. Chocolate tablet,2502.4
Burgen en Horsten,Buurt,BU05182569,110201. Chocolate tablet,20158.7
Wijk 26 Bezuidenhout,Wijk,WK051826,110201. Chocolate tablet,58412.8
Bezuidenhout-West,Buurt,BU05182664,110201. Chocolate tablet,12256.6
Bezuidenhout-Midden,Buurt,BU05182665,110201. Chocolate tablet,14697.2
Bezuidenhout-Oost,Buurt,BU05182666,110201. Chocolate tablet,31377.5
Wijk 27 Stationsbuurt,Wijk,WK051827,110201. Chocolate tablet,39952.2
Huygenspark,Buurt,BU05182718,110201. Chocolate tablet,25286.4
Rivierenbuurt-Zuid,Buurt,BU05182762,110201. Chocolate tablet,2756.2
Rivierenbuurt-Noord,Buurt,BU05182763,110201. Chocolate tablet,11862.8
Wijk 28 Centrum,Wijk,WK051828,110201. Chocolate tablet,66510.8
Kortenbos,Buurt,BU05182811,110201. Chocolate tablet,24467.5
Voorhout,Buurt,BU05182812,110201. Chocolate tablet,7988.8
Uilebomen,Buurt,BU05182813,110201. Chocolate tablet,10695.4
Zuidwal,Buurt,BU05182814,110201. Chocolate tablet,23274.3
Wijk 29 Schildersbuurt,Wijk,WK051829,110201. Chocolate tablet,83628.3
Schildersbuurt-West,Buurt,BU05182915,110201. Chocolate tablet,37683.2
Schildersbuurt-Noord,Buurt,BU05182916,110201. Chocolate tablet,26645.5
Schildersbuurt-Oost,Buurt,BU05182917,110201. Chocolate tablet,19258.9
Wijk 30 Transvaalkwartier,Wijk,WK051830,110201. Chocolate tablet,43869.3
Transvaalkwartier-Noord,Buurt,BU05183032,110201. Chocolate tablet,10729.8
Transvaalkwartier-Midden,Buurt,BU05183033,110201. Chocolate tablet,13504.2
Transvaalkwartier-Zuid,Buurt,BU05183034,110201. Chocolate tablet,19581
Wijk 31 Rustenburg en Oostbroek,Wijk,WK051831,110201. Chocolate tablet,54455
Rustenburg,Buurt,BU05183130,110201. Chocolate tablet,17852.1
Oostbroek-Noord,Buurt,BU05183131,110201. Chocolate tablet,13139
Oostbroek-Zuid,Buurt,BU05183135,110201. Chocolate tablet,23414
Wijk 32 Leyenburg,Wijk,WK051832,110201. Chocolate tablet,46210.6
Leyenburg,Buurt,BU05183284,110201. Chocolate tablet,46210.6
Wijk 33 Bouwlust en Vrederust,Wijk,WK051833,110201. Chocolate tablet,80303.8
"Venen, Oorden en Raden",Buurt,BU05183387,110201. Chocolate tablet,23998.4
"Zijden, Steden en Zichten",Buurt,BU05183396,110201. Chocolate tablet,21987.1
Dreven en Gaarden,Buurt,BU05183398,110201. Chocolate tablet,30293.3
De Uithof,Buurt,BU05183399,110201. Chocolate tablet,3928.4
Wijk 34 Morgenstond,Wijk,WK051834,110201. Chocolate tablet,55066.9
Morgenstond-Zuid,Buurt,BU05183480,110201. Chocolate tablet,17252
Morgenstond-West,Buurt,BU05183488,110201. Chocolate tablet,21504.8
Morgenstond-Oost,Buurt,BU05183489,110201. Chocolate tablet,16240.4
Wijk 35 Zuiderpark,Wijk,WK051835,110201. Chocolate tablet,488.6
Zuiderpark,Buurt,BU05183536,110201. Chocolate tablet,488.6
Wijk 36 Moerwijk,Wijk,WK051836,110201. Chocolate tablet,59573.7
Moerwijk-Oost,Buurt,BU05183620,110201. Chocolate tablet,9236.3
Moerwijk-West,Buurt,BU05183637,110201. Chocolate tablet,17612.2
Moerwijk-Noord,Buurt,BU05183638,110201. Chocolate tablet,19727.2
Moerwijk-Zuid,Buurt,BU05183639,110201. Chocolate tablet,12933.6
Wijk 37 Groente- en Fruitmarkt,Wijk,WK051837,110201. Chocolate tablet,14734.4
Groente- en Fruitmarkt,Buurt,BU05183721,110201. Chocolate tablet,14734.4
Wijk 38 Laakkwartier en Spoorwijk,Wijk,WK051838,110201. Chocolate tablet,121214.1
Laakhaven-Oost,Buurt,BU05183819,110201. Chocolate tablet,11792.2
Laakhaven-West,Buurt,BU05183822,110201. Chocolate tablet,16022.4
Spoorwijk,Buurt,BU05183823,110201. Chocolate tablet,12513
Laakkwartier-West,Buurt,BU05183824,110201. Chocolate tablet,23580
Laakkwartier-Oost,Buurt,BU05183825,110201. Chocolate tablet,32844.4
Noordpolderbuurt,Buurt,BU05183826,110201. Chocolate tablet,24287.5
Wijk 39 Binckhorst,Wijk,WK051839,110201. Chocolate tablet,4816
Binckhorst,Buurt,BU05183960,110201. Chocolate tablet,4816
Wijk 40 Wateringse Veld,Wijk,WK051840,110201. Chocolate tablet,68866.4
Erasmus Veld,Buurt,BU05184001,110201. Chocolate tablet,6805.4
Hoge Veld,Buurt,BU05184002,110201. Chocolate tablet,26793.5
Parkbuurt oosteinde,Buurt,BU05184003,110201. Chocolate tablet,10892.7
Lage Veld,Buurt,BU05184004,110201. Chocolate tablet,13501.4
Zonne Veld,Buurt,BU05184005,110201. Chocolate tablet,10716.4
Wijk 41 Hoornwijk,Wijk,WK051841,110201. Chocolate tablet,874.4
Vlietzoom-West,Buurt,BU05184106,110201. Chocolate tablet,501.5
De Reef,Buurt,BU05184110,110201. Chocolate tablet,341.6
Wijk 42 Ypenburg,Wijk,WK051842,110201. Chocolate tablet,84799.7
Bosweide,Buurt,BU05184208,110201. Chocolate tablet,6371.2
De Venen,Buurt,BU05184211,110201. Chocolate tablet,5452.9
Morgenweide,Buurt,BU05184212,110201. Chocolate tablet,22279.8
Singels,Buurt,BU05184213,110201. Chocolate tablet,17574.7
Waterbuurt,Buurt,BU05184214,110201. Chocolate tablet,14914.9
De Bras,Buurt,BU05184215,110201. Chocolate tablet,18039.5
Wijk 43 Forepark,Wijk,WK051843,110201. Chocolate tablet,364.5
Vlietzoom-Oost,Buurt,BU05184316,110201. Chocolate tablet,302.5
De Rivieren,Buurt,BU05184317,110201. Chocolate tablet,51.3
Wijk 44 Leidschenveen,Wijk,WK051844,110201. Chocolate tablet,66114.3
De Lanen,Buurt,BU05184418,110201. Chocolate tablet,16554.5
De Velden,Buurt,BU05184419,110201. Chocolate tablet,13529.8
De Vissen,Buurt,BU05184420,110201. Chocolate tablet,27328.1
Rietbuurt,Buurt,BU05184421,110201. Chocolate tablet,8619.8
Wijk 02 Belgisch Park,Wijk,WK051802,110202. Chocolate candy bars,13128
Belgisch Park,Buurt,BU05180271,110202. Chocolate candy bars,13128
Wijk 03 Westbroekpark en Duttendel,Wijk,WK051803,110202. Chocolate candy bars,3041.2
Westbroekpark,Buurt,BU05180373,110202. Chocolate candy bars,1358
Duttendel,Buurt,BU05180374,110202. Chocolate candy bars,1666.9
Wijk 04 Benoordenhout,Wijk,WK051804,110202. Chocolate candy bars,21349.1
Nassaubuurt,Buurt,BU05180448,110202. Chocolate candy bars,2525.6
Uilennest,Buurt,BU05180475,110202. Chocolate candy bars,3244.3
Duinzigt,Buurt,BU05180476,110202. Chocolate candy bars,3801
Waalsdorp,Buurt,BU05180477,110202. Chocolate candy bars,5969.4
Arendsdorp,Buurt,BU05180478,110202. Chocolate candy bars,2031.4
Van Hoytemastraat en omgeving,Buurt,BU05180479,110202. Chocolate candy bars,3696
Wijk 05 Archipelbuurt,Wijk,WK051805,110202. Chocolate candy bars,9493.7
Archipelbuurt,Buurt,BU05180546,110202. Chocolate candy bars,9493.7
Wijk 06 Van Stolkpark en Scheveningse Bo,Wijk,WK051806,110202. Chocolate candy bars,1159
Van Stolkpark en Scheveningse Bosjes,Buurt,BU05180605,110202. Chocolate candy bars,1159
Wijk 07 Scheveningen,Wijk,WK051807,110202. Chocolate candy bars,27352.7
Oud Scheveningen,Buurt,BU05180701,110202. Chocolate candy bars,4602.5
Vissershaven,Buurt,BU05180702,110202. Chocolate candy bars,5607.5
Scheveningen Badplaats,Buurt,BU05180703,110202. Chocolate candy bars,8502.8
Visserijbuurt,Buurt,BU05180704,110202. Chocolate candy bars,6061.3
Rijslag,Buurt,BU05180772,110202. Chocolate candy bars,2519.4
Wijk 08 Duindorp,Wijk,WK051808,110202. Chocolate candy bars,9324.7
Duindorp,Buurt,BU05180800,110202. Chocolate candy bars,9324.7
Wijk 09 Geuzen- en Statenkwartier,Wijk,WK051809,110202. Chocolate candy bars,21980.5
Statenkwartier,Buurt,BU05180907,110202. Chocolate candy bars,15128.1
Geuzenkwartier,Buurt,BU05180908,110202. Chocolate candy bars,6843.6
Wijk 10 Zorgvliet,Wijk,WK051810,110202. Chocolate candy bars,767.3
Zorgvliet,Buurt,BU05181041,110202. Chocolate candy bars,767.3
Wijk 11 Duinoord,Wijk,WK051811,110202. Chocolate candy bars,12122.3
Stadhoudersplantsoen,Buurt,BU05181142,110202. Chocolate candy bars,3039.5
Sweelinckplein en omgeving,Buurt,BU05181143,110202. Chocolate candy bars,9074.5
Wijk 12 Bomen- en Bloemenbuurt,Wijk,WK051812,110202. Chocolate candy bars,23149
Bloemenbuurt-West,Buurt,BU05181250,110202. Chocolate candy bars,3685.8
Bloemenbuurt-Oost,Buurt,BU05181251,110202. Chocolate candy bars,10184
Bomenbuurt,Buurt,BU05181252,110202. Chocolate candy bars,9255.2
Wijk 13 Vogelwijk,Wijk,WK051813,110202. Chocolate candy bars,8576.1
Vogelwijk,Buurt,BU05181309,110202. Chocolate candy bars,8576.1
Wijk 14 Bohemen en Meer en Bos,Wijk,WK051814,110202. Chocolate candy bars,7705.9
Bosjes van Pex,Buurt,BU05181481,110202. Chocolate candy bars,631.9
Bohemen en Meer en Bos,Buurt,BU05181492,110202. Chocolate candy bars,7061.3
Wijk 15 Kijkduin en Ockenburgh,Wijk,WK051815,110202. Chocolate candy bars,3641.3
Ockenburgh,Buurt,BU05181590,110202. Chocolate candy bars,1238.2
Kijkduin,Buurt,BU05181591,110202. Chocolate candy bars,2380.8
Wijk 16 Kraayenstein en de Uithof,Wijk,WK051816,110202. Chocolate candy bars,9465.6
Kraayenstein,Buurt,BU05181697,110202. Chocolate candy bars,9465.6
Wijk 17 Loosduinen,Wijk,WK051817,110202. Chocolate candy bars,28064.2
Kerketuinen en Zichtenburg,Buurt,BU05181785,110202. Chocolate candy bars,82.1
Houtwijk,Buurt,BU05181786,110202. Chocolate candy bars,20274.3
Kom Loosduinen,Buurt,BU05181795,110202. Chocolate candy bars,7683
Wijk 18 Waldeck,Wijk,WK051818,110202. Chocolate candy bars,26652.1
Waldeck-Zuid,Buurt,BU05181806,110202. Chocolate candy bars,3150
Nieuw Waldeck,Buurt,BU05181840,110202. Chocolate candy bars,11392.8
Rosenburg,Buurt,BU05181882,110202. Chocolate candy bars,4487
Componistenbuurt,Buurt,BU05181893,110202. Chocolate candy bars,2813.7
Waldeck-Noord,Buurt,BU05181894,110202. Chocolate candy bars,4741.4
Wijk 19 Vruchtenbuurt,Wijk,WK051819,110202. Chocolate candy bars,15605.6
Vruchtenbuurt,Buurt,BU05181953,110202. Chocolate candy bars,11413
Eykenduinen,Buurt,BU05181983,110202. Chocolate candy bars,4175.3
Wijk 20 Valkenboskwartier,Wijk,WK051820,110202. Chocolate candy bars,28798.5
Heesterbuurt,Buurt,BU05182054,110202. Chocolate candy bars,10733.4
Valkenboskwartier,Buurt,BU05182055,110202. Chocolate candy bars,18065.1
Wijk 21 Regentessekwartier,Wijk,WK051821,110202. Chocolate candy bars,21179
Rond de Energiecentrale,Buurt,BU05182110,110202. Chocolate candy bars,9325.5
Koningsplein en omgeving,Buurt,BU05182144,110202. Chocolate candy bars,11846.3
Wijk 22 Zeeheldenkwartier,Wijk,WK051822,110202. Chocolate candy bars,18659.3
Zeeheldenkwartier,Buurt,BU05182245,110202. Chocolate candy bars,18659.3
Wijk 23 Willemspark,Wijk,WK051823,110202. Chocolate candy bars,2365.9
Willemspark,Buurt,BU05182347,110202. Chocolate candy bars,2365.9
Wijk 24 Haagse Bos,Wijk,WK051824,110202. Chocolate candy bars,635
Haagse Bos,Buurt,BU05182449,110202. Chocolate candy bars,635
Wijk 25 Mariahoeve en Marlot,Wijk,WK051825,110202. Chocolate candy bars,23007.7
Landen,Buurt,BU05182561,110202. Chocolate candy bars,8085.2
Kampen,Buurt,BU05182567,110202. Chocolate candy bars,3834.9
Marlot,Buurt,BU05182568,110202. Chocolate candy bars,1272.4
Burgen en Horsten,Buurt,BU05182569,110202. Chocolate candy bars,9756.9
Wijk 26 Bezuidenhout,Wijk,WK051826,110202. Chocolate candy bars,26281.2
Bezuidenhout-West,Buurt,BU05182664,110202. Chocolate candy bars,5579.4
Bezuidenhout-Midden,Buurt,BU05182665,110202. Chocolate candy bars,6695.5
Bezuidenhout-Oost,Buurt,BU05182666,110202. Chocolate candy bars,13969.3
Wijk 27 Stationsbuurt,Wijk,WK051827,110202. Chocolate candy bars,19730.4
Huygenspark,Buurt,BU05182718,110202. Chocolate candy bars,12509.9
Rivierenbuurt-Zuid,Buurt,BU05182762,110202. Chocolate candy bars,1334.7
Rivierenbuurt-Noord,Buurt,BU05182763,110202. Chocolate candy bars,5860
Wijk 28 Centrum,Wijk,WK051828,110202. Chocolate candy bars,30903
Kortenbos,Buurt,BU05182811,110202. Chocolate candy bars,11390
Voorhout,Buurt,BU05182812,110202. Chocolate candy bars,3687.3
Uilebomen,Buurt,BU05182813,110202. Chocolate candy bars,4994.4
Zuidwal,Buurt,BU05182814,110202. Chocolate candy bars,10785.8
Wijk 29 Schildersbuurt,Wijk,WK051829,110202. Chocolate candy bars,47919.5
Schildersbuurt-West,Buurt,BU05182915,110202. Chocolate candy bars,21594.6
Schildersbuurt-Noord,Buurt,BU05182916,110202. Chocolate candy bars,15235.4
Schildersbuurt-Oost,Buurt,BU05182917,110202. Chocolate candy bars,11070.8
Wijk 30 Transvaalkwartier,Wijk,WK051830,110202. Chocolate candy bars,25318.2
Transvaalkwartier-Noord,Buurt,BU05183032,110202. Chocolate candy bars,6065.3
Transvaalkwartier-Midden,Buurt,BU05183033,110202. Chocolate candy bars,7852
Transvaalkwartier-Zuid,Buurt,BU05183034,110202. Chocolate candy bars,11370
Wijk 31 Rustenburg en Oostbroek,Wijk,WK051831,110202. Chocolate candy bars,29307.1
Rustenburg,Buurt,BU05183130,110202. Chocolate candy bars,9534.6
Oostbroek-Noord,Buurt,BU05183131,110202. Chocolate candy bars,7050.3
Oostbroek-Zuid,Buurt,BU05183135,110202. Chocolate candy bars,12698.5
Wijk 32 Leyenburg,Wijk,WK051832,110202. Chocolate candy bars,23506.7
Leyenburg,Buurt,BU05183284,110202. Chocolate candy bars,23506.7
Wijk 33 Bouwlust en Vrederust,Wijk,WK051833,110202. Chocolate candy bars,44451.7
"Venen, Oorden en Raden",Buurt,BU05183387,110202. Chocolate candy bars,13388.8
"Zijden, Steden en Zichten",Buurt,BU05183396,110202. Chocolate candy bars,12197.7
Dreven en Gaarden,Buurt,BU05183398,110202. Chocolate candy bars,16778.8
De Uithof,Buurt,BU05183399,110202. Chocolate candy bars,2036.3
Wijk 34 Morgenstond,Wijk,WK051834,110202. Chocolate candy bars,29585.5
Morgenstond-Zuid,Buurt,BU05183480,110202. Chocolate candy bars,9284.7
Morgenstond-West,Buurt,BU05183488,110202. Chocolate candy bars,11581.6
Morgenstond-Oost,Buurt,BU05183489,110202. Chocolate candy bars,8682.4
Wijk 35 Zuiderpark,Wijk,WK051835,110202. Chocolate candy bars,217.9
Zuiderpark,Buurt,BU05183536,110202. Chocolate candy bars,217.9
Wijk 36 Moerwijk,Wijk,WK051836,110202. Chocolate candy bars,33210.3
Moerwijk-Oost,Buurt,BU05183620,110202. Chocolate candy bars,5140.6
Moerwijk-West,Buurt,BU05183637,110202. Chocolate candy bars,9779.1
Moerwijk-Noord,Buurt,BU05183638,110202. Chocolate candy bars,10943.7
Moerwijk-Zuid,Buurt,BU05183639,110202. Chocolate candy bars,7306.5
Wijk 37 Groente- en Fruitmarkt,Wijk,WK051837,110202. Chocolate candy bars,8423.1
Groente- en Fruitmarkt,Buurt,BU05183721,110202. Chocolate candy bars,8423.1
Wijk 38 Laakkwartier en Spoorwijk,Wijk,WK051838,110202. Chocolate candy bars,65667.6
Laakhaven-Oost,Buurt,BU05183819,110202. Chocolate candy bars,6312.7
Laakhaven-West,Buurt,BU05183822,110202. Chocolate candy bars,8674.2
Spoorwijk,Buurt,BU05183823,110202. Chocolate candy bars,6888.2
Laakkwartier-West,Buurt,BU05183824,110202. Chocolate candy bars,12788
Laakkwartier-Oost,Buurt,BU05183825,110202. Chocolate candy bars,17702.9
Noordpolderbuurt,Buurt,BU05183826,110202. Chocolate candy bars,13216.9
Wijk 39 Binckhorst,Wijk,WK051839,110202. Chocolate candy bars,2696.8
Binckhorst,Buurt,BU05183960,110202. Chocolate candy bars,2696.8
Wijk 40 Wateringse Veld,Wijk,WK051840,110202. Chocolate candy bars,35269.9
Erasmus Veld,Buurt,BU05184001,110202. Chocolate candy bars,3356.8
Hoge Veld,Buurt,BU05184002,110202. Chocolate candy bars,14026.8
Parkbuurt oosteinde,Buurt,BU05184003,110202. Chocolate candy bars,5532.6
Lage Veld,Buurt,BU05184004,110202. Chocolate candy bars,6772.9
Zonne Veld,Buurt,BU05184005,110202. Chocolate candy bars,5499.5
Wijk 41 Hoornwijk,Wijk,WK051841,110202. Chocolate candy bars,452.5
Vlietzoom-West,Buurt,BU05184106,110202. Chocolate candy bars,250.1
De Reef,Buurt,BU05184110,110202. Chocolate candy bars,185.9
Wijk 42 Ypenburg,Wijk,WK051842,110202. Chocolate candy bars,43392.1
Bosweide,Buurt,BU05184208,110202. Chocolate candy bars,3263.4
De Venen,Buurt,BU05184211,110202. Chocolate candy bars,2803.7
Morgenweide,Buurt,BU05184212,110202. Chocolate candy bars,11364.1
Singels,Buurt,BU05184213,110202. Chocolate candy bars,8868.4
Waterbuurt,Buurt,BU05184214,110202. Chocolate candy bars,7598.8
De Bras,Buurt,BU05184215,110202. Chocolate candy bars,9405.7
Wijk 43 Forepark,Wijk,WK051843,110202. Chocolate candy bars,175.5
Vlietzoom-Oost,Buurt,BU05184316,110202. Chocolate candy bars,142.8
De Rivieren,Buurt,BU05184317,110202. Chocolate candy bars,23.6
Wijk 44 Leidschenveen,Wijk,WK051844,110202. Chocolate candy bars,33392.3
De Lanen,Buurt,BU05184418,110202. Chocolate candy bars,8540.5
De Velden,Buurt,BU05184419,110202. Chocolate candy bars,6746.2
De Vissen,Buurt,BU05184420,110202. Chocolate candy bars,13567.1
Rietbuurt,Buurt,BU05184421,110202. Chocolate candy bars,4493
Wijk 02 Belgisch Park,Wijk,WK051802,110203. Chocolate spread and choc.powder,27532.5
Belgisch Park,Buurt,BU05180271,110203. Chocolate spread and choc.powder,27532.5
Wijk 03 Westbroekpark en Duttendel,Wijk,WK051803,110203. Chocolate spread and choc.powder,6150.4
Westbroekpark,Buurt,BU05180373,110203. Chocolate spread and choc.powder,2678
Duttendel,Buurt,BU05180374,110203. Chocolate spread and choc.powder,3431.4
Wijk 04 Benoordenhout,Wijk,WK051804,110203. Chocolate spread and choc.powder,47029.9
Nassaubuurt,Buurt,BU05180448,110203. Chocolate spread and choc.powder,5689.5
Uilennest,Buurt,BU05180475,110203. Chocolate spread and choc.powder,6654.1
Duinzigt,Buurt,BU05180476,110203. Chocolate spread and choc.powder,7081.4
Waalsdorp,Buurt,BU05180477,110203. Chocolate spread and choc.powder,14105.9
Arendsdorp,Buurt,BU05180478,110203. Chocolate spread and choc.powder,4632.1
Van Hoytemastraat en omgeving,Buurt,BU05180479,110203. Chocolate spread and choc.powder,8708.9
Wijk 05 Archipelbuurt,Wijk,WK051805,110203. Chocolate spread and choc.powder,19736.3
Archipelbuurt,Buurt,BU05180546,110203. Chocolate spread and choc.powder,19736.3
Wijk 06 Van Stolkpark en Scheveningse Bo,Wijk,WK051806,110203. Chocolate spread and choc.powder,2449.2
