"TIME","GEO","NA_ITEM","PPP_CAT","Value","Flag and Footnotes"
"2018","Poland","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","75.3",""
"2018","Portugal","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","108.7",""
"2018","Romania","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","69.7",""
"2018","Slovenia","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","83.8",""
"2018","Slovakia","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","76.2",""
"2018","Finland","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","101.0",""
"2018","Sweden","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","102.8",""
"2018","United Kingdom","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","105.6",""
"2018","Iceland","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","118.7",""
"2018","Norway","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","110.4",""
"2018","Switzerland","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","87.9",""
"2018","Candidate and potential candidate countries except Turkey and Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","63.6",""
"2018","Montenegro","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","63.6",""
"2018","North Macedonia","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","56.8",""
"2018","Albania","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","71.4",""
"2018","Serbia","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","63.9",""
"2018","Turkey","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","50.4",""
"2018","Bosnia and Herzegovina","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","56.5",""
"2018","Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings",":",""
"2018","United States","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings",":",""
"2018","Japan","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings",":",""
