"id","long","lat","order","hole","piece","group","Name","ClothConsumption"
"100",76886.207,456125.866,4381,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",76879.165,456125.993,4382,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77494.623,455971.36,4292,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",76999.273,456123.084,4370,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77745.698,456902.514,4169,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77746.435,456901.635,4170,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",76974.699,456123.945,4372,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77485.348,455947.974,4297,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77483.209,455940.556,4298,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77480.689,455933.259,4299,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77708.953,456954.999,4162,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77715.205,456944.892,4163,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77722.898,456932.3,4164,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77729.128,456922.118,4165,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77736.63,456909.429,4166,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77886.709,456348.549,4266,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77737.031,456909.428,4168,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77886.735,456348.315,4267,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77886.454,456348.292,4268,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77847.801,456309.72,4269,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",76963.861,456124.119,4373,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",76954.2,456124.378,4374,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",76944.162,456124.558,4375,FALSE,"1","100.1","Duindorp",14.4220793776864
