"TIME","GEO","UNIT","COICOP","Value","Flag and Footnotes"
"2012","Czechia","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","1 573.6",""
"2012","Denmark","Current prices, million euro","Total","118 172.1",""
"2012","Denmark","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","2 172.0",""
"2012","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Total","1 436 252.0",""
"2012","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","37 778.0",""
"2012","Estonia","Current prices, million euro","Total","9 377.1",""
"2012","Estonia","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","123.9",""
"2012","Ireland","Current prices, million euro","Total","76 290.3",""
"2012","Ireland","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","811.3",""
"2012","Greece","Current prices, million euro","Total","137 464.9","p"
"2012","Greece","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","737.7","p"
"2012","Spain","Current prices, million euro","Total","633 385.0",""
"2012","Spain","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","7 127.0",""
"2012","France","Current prices, million euro","Total","1 121 459.0",""
"2012","France","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","16 565.0",""
"2012","Croatia","Current prices, million euro","Total","31 799.6",""
"2012","Croatia","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","399.9",""
"2012","Italy","Current prices, million euro","Total","1 003 045.0",""
"2012","Italy","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","22 007.4",""
"2012","Cyprus","Current prices, million euro","Total","13 890.5",""
"2012","Cyprus","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","92.3",""
"2012","Latvia","Current prices, million euro","Total","13 223.9",""
"2012","Latvia","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","121.1",""
"2012","Lithuania","Current prices, million euro","Total","20 809.5",""
"2012","Lithuania","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","332.3",""
"2012","Luxembourg","Current prices, million euro","Total","16 528.7",""
"2012","Luxembourg","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","247.0",""
"2012","Hungary","Current prices, million euro","Total","54 638.6",""
"2012","Hungary","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","607.8",""
"2012","Malta","Current prices, million euro","Total","4 766.3",""
"2012","Malta","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","130.6",""
"2012","Netherlands","Current prices, million euro","Total","288 654.0",""
"2012","Netherlands","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","5 998.0",""
"2012","Austria","Current prices, million euro","Total","170 584.5",""
"2012","Austria","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","4 928.8",""
"2012","Poland","Current prices, million euro","Total","237 781.4",""
"2012","Poland","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","3 187.7",""
"2012","Portugal","Current prices, million euro","Total","114 122.8",""
"2012","Portugal","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","1 645.9",""
"2012","Romania","Current prices, million euro","Total","82 310.7",""
"2012","Romania","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","462.3",""
"2012","Slovenia","Current prices, million euro","Total","21 758.5",""
